id,title,authors,venue,year
11,discovering internet marketing intelligence through online analytical web usage mining,"alex g. b &#252; chner , maurice d. mulvenna",acm sigmod record,1998
25,"powerbookmarks : a system for personalizable web information organization , sharing , and management","wen-syan li , quoc vu , edward chang , divyakant agrawal , kyoji hirata , sougata mukherjea , yi-leh wu , corey bufi , chen-chuan kevin chang , yoshinori hara , reiko ito , yutaka kimura , kezuyuki shimazu , yukiyoshi saito",international conference on management of data,1999
29,evolvable view environment ( eve ) : non-equivalent view maintenance under schema changes,"e. a. rundensteiner , a. koeller , x. zhang , a. j. lee , a. nica , a. van wyk , y. lee",international conference on management of data,1999
39,a database perspective on lotus domino/notes,c. mohan,international conference on management of data,1999
49,efficient geometry-based similarity search of 3d spatial databases,daniel a. keim,international conference on management of data,1999
51,walrus : a similarity retrieval algorithm for image databases,"apostol natsev , rajeev rastogi , kyuseok shim",international conference on management of data,1999
53,dynamat : a dynamic view management system for data warehouses,"yannis kotidis , nick roussopoulos",international conference on management of data,1999
55,client-site query extensions,"tobias mayr , praveen seshadri",international conference on management of data,1999
58,"honey , i shrunk the database : footprint , mobility , and beyond",praveen seshadri,international conference on management of data,1999
61,record-boundary discovery in web documents,"d. w. embley , y. jiang , y.-k . ng",international conference on management of data,1999
70,answering complex sql queries using automatic summary tables,"markos zaharioudakis , roberta cochrane , george lapis , hamid pirahesh , monica urata",international conference on management of data,2000
74,xmill : an efficient compressor for xml data,"hartmut liefke , dan suciu",international conference on management of data,2000
76,spatial join selectivity using power laws,"christos faloutsos , bernhard seeger , agma traina , caetano traina , jr.",international conference on management of data,2000
79,influence sets based on reverse nearest neighbor queries,"flip korn , s. muthukrishnan",international conference on management of data,2000
82,the sift information dissemination system,"tak w. yan , hector garcia-molina",acm transactions on database systems ( tods ),1999
88,distributed transactions in practice,"prabhu ram , lyman do , pamela drew",acm sigmod record,1999
94,turbo-charging vertical mining of large databases,"pradeep shenoy , jayant r. haritsa , s. sundarshan , gaurav bhalotia , mayank bawa , devavrat shah",international conference on management of data,2000
110,distance browsing in spatial databases,"g &#237; sli r. hjaltason , hanan samet",acm transactions on database systems ( tods ),1999
111,type-checking oql queries in the odmg type systems,suad alag &#237; c,acm transactions on database systems ( tods ),1999
132,inverted files versus signature files for text indexing,"justin zobel , alistair moffat , kotagiri ramamohanarao",acm transactions on database systems ( tods ),1998
142,the idea web lab,"stefano ceri , piero fraternali , stefano paraboschi",international conference on management of data,1998
155,microsoft index turning wizard for sql server 7.0,"surajit chaudhuri , vivek narasayya",international conference on management of data,1998
191,secure and portable database extensibility,"michael godfrey , tobias mayr , praveen seshadri , thorsten von eicken",international conference on management of data,1998
206,a comparison of selectivity estimators for range queries on metric attributes,"bj &#246; rn blohsfeld , dieter korus , bernhard seeger",international conference on management of data,1999
210,efficient concurrency control for broadcast environments,"jayavel shanmugasundaram , arvind nithrakashyap , rajendran sivasankaran , krithi ramamritham",international conference on management of data,1999
231,standards in practice,"andrew eisenberg , jim melton",acm sigmod record,1998
239,safe stratified datalog with integer order does not have syntax,"alexei p. stolboushkin , michael a. taitslin",acm transactions on database systems ( tods ),1998
251,the ins and outs ( and everything in between ) of data warehousing,"phil fernandez , donovan schneider",international conference on management of data,1996
255,data mining techniques,jiawei han,international conference on management of data,1996
259,selectivity estimation using probabilistic models,"lise getoor , benjamin taskar , daphne koller",international conference on management of data,2001
260,applying the golden rule of sampling for query estimation,"yi-leh wu , divyakant agrawal , amr el abbadi",international conference on management of data,2001
264,the nimble integration engine,"denise draper , alon y. halevy , daniel s. weld",international conference on management of data,2001
293,outlier detection for high dimensional data,"charu c. aggarwal , philip s. yu",international conference on management of data,2001
295,space-efficient online computation of quantile summaries,"michael greenwald , sanjeev khanna",international conference on management of data,2001
308,global optimization of histograms,"h. v. jagadish , hui jin , beng chin ooi , kian-lee tan",international conference on management of data,2001
311,prefer : a system for the efficient execution of multi-parametric ranked queries,"vagelis hristidis , nick koudas , yannis papakonstantinou",international conference on management of data,2001
312,proxy-server architectures for olap,"panos kalnis , dimitris papadias",international conference on management of data,2001
318,dynamic buffer allocation in video-on-demand systems,"sang-ho lee , kyu-young whang , yang-sae moon , il-yeol song",international conference on management of data,2001
325,"shutdown , budget , and funding",xiaolei qian,acm sigmod record,1996
328,data mining with optimized two-dimensional association rules,"takeshi fukuda , yasuhiko morimoto , shimichi morishita , takeshi tokuyama",acm transactions on database systems ( tods ),2001
334,reminiscences in influential papers,richard snodgrass,acm sigmod record,1998
346,a logical foundation for deductive object-oriented databases,"mengchi liu , gillian dobbie , tok wang ling",acm transactions on database systems ( tods ),2002
365,online query processing : a tutorial,"peter j. haas , joseph m. hellerstein",international conference on management of data,2001
372,advances in real-time database systems research,azer bestavros,acm sigmod record,1996
373,"integrating temporal , real-time , an active databases","krithi ramamritham , raju sivasankaran , john a. stankovic , don t. towsley , ming xiong",acm sigmod record,1996
397,anatomy of a real e-commerce system,anant jhingran,international conference on management of data,2000
400,disima : a distributed and interoperable image database system,"vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao",international conference on management of data,2000
408,towards data mining benchmarking : a test bed for performance study of frequent pattern mining,"jian pei , runying mao , kan hu , hua zhu",international conference on management of data,2000
409,concept based design of data warehouses : the dwq demonstrators,"m. jarke , c. quix , d. calvanese , m. lenzerini , e. franconi , s. ligoudistianos , p. vassiliadis , y. vassiliou",international conference on management of data,2000
412,javax.xxl : a prototype for a library of query processing algorithms,"jochen van den bercken , jens-peter dittrich , bernhard seeger",international conference on management of data,2000
415,serfing the web : web site management made easy,"elke a. rundensteiner , kajal t. claypool , li chen , hong su , keiji oenoki",international conference on management of data,2000
421,indexing the positions of continuously moving objects,"simonas &#352; altenis , christian s. jensen , scott t. leutenegger , mario a. lopez",international conference on management of data,2000
424,a chase too far ?,"lucian popa , alin deutsch , arnaud sahuguet , val tannen",international conference on management of data,2000
435,online index rebuild,"nagavamsi ponnekanti , hanuma kodavalla",international conference on management of data,2000
447,privacy-preserving data mining,"rakesh agrawal , ramakrishnan srikant",international conference on management of data,2000
472,querying multi-dimensional data indexed using the hilbert space-filling curve,"j. k. lawder , p. j. h. king",acm sigmod record,2001
487,on views and xml,serge abiteboul,acm sigmod record,1999
492,an optimisation scheme for coalesce/valid time selection operator sequences,costas vassilakis,acm sigmod record,2000
502,generating spatiotemporal datasets on the www,"yannis theodoridis , mario a. nascimento",acm sigmod record,2000
503,spatial operators,"eliseo clementini , paolino di felice",acm sigmod record,2000
515,a study on the management of semantic transaction for efficient data retrieval,"shi ming huang , irene kwan , chih he li",acm sigmod record,2002
545,data analysis and mining in the life sciences,nam huyn,acm sigmod record,2001
548,continuous queries over data streams,"shivnath babu , jennifer widom",acm sigmod record,2001
561,career forum,alexandros labrinidis,acm sigmod record,2002
566,xquery formal semantics state and challenges,peter fankhauser,acm sigmod record,2001
576,the aditi deductive database system,"jayen vaghani , kotagiri ramamohanarao , david b. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland",the vldb journal -- the international journal on very large data bases,1994
587,a semantic modeling approach for image retrieval by content,"wesley w. chu , ion t. ieong , ricky k. taira",the vldb journal -- the international journal on very large data bases,1994
595,database principles,leonid libkin,acm sigmod record,2001
597,"transactional information systems : theory , algorithms , and the practice of concurrency control and recovery",marc h. scholl,acm sigmod record,2001
606,career forum,alexandros labrinidis,acm sigmod record,2001
627,realm-based spatial data types : the rose algebra,"ralf hartmut g &#252; ting , markus schneider",the vldb journal -- the international journal on very large data bases,1995
641,an adaptive peer-to-peer network for distributed caching of olap results,"panos kalnis , wee siong ng , beng chin ooi , dimitris papadias , kian-lee tan",international conference on management of data,2002
650,influential papers,ken ross,acm sigmod record,2002
663,database principles,leonid libkin,acm sigmod record,2002
689,storing and querying ordered xml using a relational database system,"igor tatarinov , stratis d. viglas , kevin beyer , jayavel shanmugasundaram , eugene shekita , chun zhang",international conference on management of data,2002
713,"commix : towards effective web information extraction , integration and query answering","tengjiao wang , shiwei tang , dongqing yang , jun gao , yuqing wu , jian pei",international conference on management of data,2002
721,learning table access cardinalities with leo,"volker markl , guy lohman",international conference on management of data,2002
722,web caching for database applications with oracle web cache,"jesse anton , lawrence jacobs , xiang liu , jordan parker , zheng zeng , tie zhong",international conference on management of data,2002
726,automating physical database design in a parallel database,"jun rao , chun zhang , nimrod megiddo , guy lohman",international conference on management of data,2002
731,a compact b-tree,"peter bumbulis , ivan t. bowman",international conference on management of data,2002
743,"on building an infrastructure for mobile and wireless systems : report on the nsf workshop on an infrastructure for mobile and wireless systems , oct. 15 , 2001","birgitta k &#246; nig-ries , kia makki , sam makki , charles perkins , niki pissinou , peter reiher , peter scheuermann , jari veijalainen , ouri wolfson",acm sigmod record,2002
760,implementing xquery,paul cotton,international conference on management of data,2002
764,xbase : making your gigabyte disk queriable,"hongjun lu , guoren wang , ge yu , yubin bao , jianhua lv , yaxin yu",international conference on management of data,2002
773,"topaz : a cost-based , rule-driven , multi-phase parallelizer","clara nippl , bernhard mitschang",very large data bases,1998
779,atomicity versus anonymity : distributed transactions for electronic commerce,j. d. tygar,very large data bases,1998
782,query optimization for xml,"jason mchugh , jennifer widom",very large data bases,1999
794,building hierarchical classifiers using class proximity,"ke wang , senqiang zhou , shiang chen liew",very large data bases,1999
797,an adaptive hybrid server architecture for client caching odbmss,"kaladhar voruganti , m. tamer &#214; zsu , ronald c. unrau",very large data bases,1999
804,context-based prefetch for implementing objects on relations,"philip a. bernstein , shankar pal , david shutt",very large data bases,1999
807,dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems,"masahisa tamura , masaru kitsuregawa",very large data bases,1999
821,spirit : sequential pattern mining with regular expression constraints,"minos n. garofalakis , rajeev rastogi , kyuseok shim",very large data bases,1999
825,miro web : integrating multiple data sources through semistructured data types,"luc bouganim , tatiana chan-sine-ying , tuyet-tram dang-ngoc , jean-luc darroux , georges gardarin , fei sha",very large data bases,1999
