id,title,authors,venue,year
1,estimation of query-result distribution and its application in parallel-join load balancing,"viswanath poosala , yannis e. ioannidis",vldb,1996
6,mining the world wide web : an information search approach - book review,aris m. ouksel,sigmod record,2002
10,dual-buffering strategies in object bases,"alfons kemper , donald kossmann",vldb,1994
11,aurora : a data stream management system,"nesime tatbul , daniel j. abadi , c. erwin , anurag maskey , mitch cherniack , alex rasin , christian convey , a. singer , eduardo f. galvez , r. yan , ugur çetintemel , ying xing , stanley b. zdonik , michael stonebraker , donald carney , m. hatoun",sigmod conference,2003
23,supporting periodic authorizations and temporal reasoning in database access control,"elena ferrari , pierangela samarati , claudio bettini , elisa bertino",vldb,1996
24,free parallel data mining,"bin li , dennis shasha",sigmod conference,1998
26,pc database systems - present and future,philip a. bernstein,vldb,1994
27,form-based proxy caching for database-backed web sites,"jeffrey f. naughton , qiong luo",vldb,2001
31,scientific databases - state of the art and future directions,"yannis e. ioannidis , maria zemankova",vldb,1994
33,data bubbles for non-vector data : speeding-up hierarchical clustering in arbitrary metric spaces,"jörg sander , jianjun zhou",vldb,2003
37,indexing of now-relative spatio-bitemporal data,"simonas saltenis , christian s. jensen",vldb j.,2002
88,why i like working in academia,richard t. snodgrass,sigmod record,2002
103,parallel algorithms for high-dimensional similarity joins for data mining applications,"rakesh agrawal , john c. shafer",vldb,1997
124,resource scheduling in enhanced pay-per-view continuous media databases,"banu özden , minos n. garofalakis , abraham silberschatz",vldb,1997
127,managing web data,dan suciu,sigmod conference,1999
132,application of oodb and sgml techniques in text database : an electronic dictionary system,jian zhang,sigmod record,1995
141,query optimization by predicate move-around,"inderpal singh mumick , alon y. levy , yehoshua sagiv",vldb,1994
145,time-parameterized queries in spatio-temporal databases,"dimitris papadias , yufei tao",sigmod conference,2002
160,a database striptease or how to manage your personal databases,"michael j. franklin , surajit chaudhuri , alejandro p. buchmann , gerhard weikum , daniel a. keim , martin l. kersten",vldb,2003
164,opossum : desk-top schema management through customizable visualization,"miron livny , eben m. haber , yannis e. ioannidis",vldb,1995
168,online aggregation,"helen j. wang , peter j. haas , joseph m. hellerstein",sigmod conference,1997
171,fast nearest neighbor search in medical image databases,"zenon protopapas , christos faloutsos , eliot siegel , flip korn , nikolaos sidiropoulos",vldb,1996
187,phoenix project : fault-tolerant applications,"roger s. barga , david b. lomet",sigmod record,2002
190,ensuring relaxed atomicity for flexible transactions in multidatabase systems,"bharat k. bhargava , aidong zhang , marian h. nodine , omran a. bukhres",sigmod conference,1994
195,design and development of a stream service in a heterogenous client environment,"stavros christodoulakis , nikos pappas",vldb,2000
