id,title,authors,venue,year
5,efficient geometry-based similarity search of 3d spatial databases,daniel a. keim,sigmod conference,1999
7,enhanced abstract data types in object-relational databases,praveen seshadri,vldb j.,1998
32,a generic approach to bulk loading multidimensional index structures,"bernhard seeger , peter widmayer , jochen van den bercken",vldb,1997
44,mocha : a database middleware system featuring automatic deployment of application-specific functionality,"manuel rodriguez-martinez , joseph jájá , john m. mcgann , nick roussopoulos , zhexuan song , stephen kelley , vadim katz",sigmod conference,2000
50,staggered striping in multimedia information systems,"steven berson , richard r. muntz , shahram ghandeharizadeh , xiangyu ju",sigmod conference,1994
63,multi-dimensional substring selectivity estimation,"divesh srivastava , olga kapitskaia , raymond t. ng , h. v. jagadish",vldb,1999
72,finding data in the neighborhood,"andré eickler , alfons kemper , donald kossmann",vldb,1997
79,magic conditions,"hamid pirahesh , inderpal singh mumick , raghu ramakrishnan , sheldon j. finkelstein",acm trans . database syst .,1996
85,"workflow automation : applications , technology , and research ( tutorial )",amit p. sheth,sigmod conference,1995
100,"physical data independence , constraints , and optimization with universal plans","lucian popa , alin deutsch , val tannen",vldb,1999
106,performance measurements of compressed bitmap indices,theodore johnson,vldb,1999
109,ariadne : a system for constructing mediators for internet sources,"ion muslea , greg barish , andrew philpot , craig a. knoblock , steven minton , josé luis ambite , pragnesh jay modi , sheila tejada , naveen ashish",sigmod conference,1998
110,multiway spatial joins,"dimitris papadias , nikos mamoulis",acm trans . database syst .,2001
113,sqlj-part 1 : sql routines using the java programming language,"andrew eisenberg , jim melton",sigmod record,1999
114,similarity-based queries for time series data,"alberto o. mendelzon , davood rafiei",sigmod conference,1997
126,a modified random perturbation method for database security,"norman s. matloff , patrick tendick",acm trans . database syst .,1994
130,"database tuning : principles , experiments , and troubleshooting techniques","philippe bonnet , dennis shasha",vldb,2002
136,career-enhancing services at sigmod online,"alexandros labrinidis , alberto o. mendelzon",sigmod record,2001
149,dwarf : shrinking the petacube,"yannis kotidis , yannis sismanis , antonios deligiannakis , nick roussopoulos",sigmod conference,2002
170,a single pass computing engine for interactive analysis of vldbs,ted mihalisin,vldb,1998
172,metadata for digital media : introduction to the special issue,"amit p. sheth , wolfgang klas",sigmod record,1994
180,enterprise information architectures -- they 're finally changing,wesley p. melling,sigmod conference,1994
184,information management challenges from the aerospace industry,suryanarayana m. sripada,vldb,2002
210,report on fqas 2002 : fifth international conference on flexible query answering systems,"amihai motro , troels andreasen",sigmod record,2003
217,oracle industrial exhibit,amy pogue,vldb,1998
222,sigmod sister societies,"z. meral özsoyoglu , stefano ceri , victor vianu , masaru kitsuregawa , leonid a. kalinichenko , hongjun lu , richard t. snodgrass",sigmod record,2000
224,"adaptable pointer swizzling strategies in object bases : design , realization , and quantitative analysis","alfons kemper , donald kossmann",vldb j.,1995
230,on random sampling over joins,"vivek r. narasayya , surajit chaudhuri , rajeev motwani",sigmod conference,1999
234,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",vldb,1994
239,optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering,"daniel a. keim , alexander hinneburg",vldb,1999
244,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002
253,processing object-oriented queries with invertible late bound functions,"tore risch , staffan flodin",vldb,1995
255,"nexusscout : an advanced location-based application on a distributed , open mediation platform","matthias großmann , thomas schwarz , daniela nicklas",vldb,2003
269,integration of spatial join algorithms for processing multiple inputs,"nikos mamoulis , dimitris papadias",sigmod conference,1999
282,constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,"jen-wen ding , yueh-min huang , shiao-li tsao",vldb j.,1999
289,constructing the next 100 database management systems,"andreas geppert , klaus r. dittrich",sigmod record,1994
317,garbage collection in object-oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , srinivas ashwin , s. seshadri",vldb j.,1998
335,approximate computation of multidimensional aggregates of sparse data using wavelets,"min wang , jeffrey scott vitter",sigmod conference,1999
347,dynamic memory adjustment for external mergesort,"weiye zhang , per-åke larson",vldb,1997
350,supporting valid-time indeterminacy,"richard t. snodgrass , curtis e. dyreson",acm trans . database syst .,1998
366,optimization of dynamic query evaluation plans,"goetz graefe , richard l. cole",sigmod conference,1994
369,join algorithm costs revisited,"kotagiri ramamohanarao , evan p. harris",vldb j.,1996
376,on applying hash filters to improving the execution of multi-join queries,"philip s. yu , ming-syan chen , hui-i hsiao",vldb j.,1997
386,book review column,karl aberer,sigmod record,2002
387,reminiscences on influential papers,"kenneth a. ross , kyuseok shim , mary f. fernandez",sigmod record,2002
396,rainbow : distributed database system for classroom education and experimental research,"abdelsalam helal , hua li",vldb,2000
405,information rules,dale a. stirling,sigmod record,2003
416,editor 's notes,michael j. franklin,sigmod record,1998
419,architecture of oracle parallel server,"d. butler , boris klots , roger bamford , n. macnaughton",vldb,1998
423,retina : a real-time traffic navigation system,"edward chan , tei-wei kuo , s. w. ng , dick hung , kam-yiu lam",sigmod conference,2001
430,"the hbp-tree : a modified hb-tree supporting concurrency , recovery and node consolidation","georgios evangelidis , betty salzberg , david b. lomet",vldb,1995
432,efficient mid-query re-optimization of sub-optimal query execution plans,"david j. dewitt , navin kabra",sigmod conference,1998
434,mining long sequential patterns in a noisy environment,"wei wang , philip s. yu , jiong yang , jiawei han",sigmod conference,2002
436,logical and physical versioning in main memory databases,"s. seshadri , rajeev rastogi , abraham silberschatz , philip bohannon , dennis w. leinbaugh , s. sudarshan",vldb,1997
441,hierarchical compact cube for range-max queries,"hua-gang li , sin yeung lee , tok wang ling",vldb,2000
452,"report on the first international conference on ontologies , databases and applications of semantics",karl aberer,sigmod record,2003
456,spatial joins using r-trees : breadth-first traversal with global optimizations,"ning jing , yun-wu huang , elke a. rundensteiner",vldb,1997
481,wrapping web data into xml,"david buttler , wei han , calton pu",sigmod record,2001
490,reminiscences on influential papers,"patrick valduriez , serge abiteboul , sophie cluet , kenneth a. ross , raghu ramakrishnan , guy m. lohman , david b. lomet , richard t. snodgrass , gultekin özsoyoglu , michael j. franklin , timos k. sellis",sigmod record,1999
491,random sampling techniques for space efficient online computation of order statistics of large datasets,"sridhar rajagopalan , bruce g. lindsay , gurmeet singh manku",sigmod conference,1999
513,the effectiveness of gloss for the text database discovery problem,"luis gravano , anthony tomasic , hector garcia-molina",sigmod conference,1994
517,coarse-grained optimization : techniques for rewriting sql statement sequences,"bernhard mitschang , tobias kraft , holger schwarz , ralf rantzau",vldb,2003
