id,title,authors,venue,year
16,dbis-toolkit : adaptable middleware for large scale data delivery,"mehmet altinel , demet aksoy , thomas baby , michael franklin , william shapiro , stan zdonik",international conference on management of data,1999
19,domino : databases for moving objects tracking,"ouri wolfson , prasad sistla , bo xu , jutai zhou , sam chamberlain",international conference on management of data,1999
22,data integration and warehousing in telecom italia,"stefano m. trisolini , maurizio lenzerini , daniele nardi",international conference on management of data,1999
35,"o-o , what 's happening to db2 ?","m. carey , d. chamberlin , d. doole , s. rielau , n. mattos , s. narayanan , b. vance , r. swagerman",international conference on management of data,1999
36,hypertext databases and data mining,soumen chakrabarti,international conference on management of data,1999
47,indexing medium-dimensionality data in oracle,"k. v. ravi kanth , siva ravada , jayant sharma , jay banerjee",international conference on management of data,1999
96,a study on data point search for hg-trees,"joseph kuan , paul lewis",acm sigmod record,1999
119,"sqlj part 0 , now known as sql/olb ( object-language bindings )","andrew eisenberg , jim melton",acm sigmod record,1998
123,unpacking the semantics of source and usage to perform semantic reconciliation in large-scale information systems,"ken smith , leo obrst",acm sigmod record,1999
141,xmas : an extensible main-memory storage system for high-performance applications,"jang ho park , yong sik kwon , ki hong kim , sang ho lee , byoung dae park , sang kyun cha",international conference on management of data,1998
146,user-oriented smart-cache for the web : what you seek is what you get !,"zo &#233; lacroix , arnaud sahuguet , raman chandrasekar",international conference on management of data,1998
152,the araneus web-based management system,"g. mecca , p. atzeni , a. masci , g. sindoni , p. merialdo",international conference on management of data,1998
159,free parallel data mining,"bin li , dennis shasha",international conference on management of data,1998
173,sql open heterogeneous data access,"berthold reinwald , hamid pirahesh",international conference on management of data,1998
178,electronic commerce : tutorial,"nabil r. adam , yelena yesha",international conference on management of data,1998
181,next generation database systems wo n't work without semantics ! ( panel ),john mylopoulos,international conference on management of data,1998
188,a multi-similarity algebra,"s. adali , p. bonatti , m. l. sapino , v. s. subrahmanian",international conference on management of data,1998
192,on random sampling over joins,"surajit chaudhuri , rajeev motwani , vivek narasayya",international conference on management of data,1999
193,random sampling techniques for space efficient online computation of order statistics of large datasets,"gurmeet singh manku , sridhar rajagopalan , bruce g. lindsay",international conference on management of data,1999
195,join synopses for approximate query answering,"swarup acharya , phillip b. gibbons , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
202,approximate computation of multidimensional aggregates of sparse data using wavelets,"jeffrey scott vitter , min wang",international conference on management of data,1999
204,an efficient bitmap encoding scheme for selection queries,"chee-yong chan , yannis e. ioannidis",international conference on management of data,1999
230,database techniques for the world-wide web : a survey,"daniela florescu , alon levy , alberto mendelzon",acm sigmod record,1998
232,safe query languages for constraint databases,peter z. revesz,acm transactions on database systems ( tods ),1998
233,supporting valid-time indeterminacy,"curtis e. dyreson , richard thomas snodgrass",acm transactions on database systems ( tods ),1998
249,databases and visualization,daniel a. keim,international conference on management of data,1996
270,"storhouse metanoia - new applications for database , storage & ; data warehousing","felipe cari &#241; o , jr. , pekka kostamaa , art kaufmann , john burgess",international conference on management of data,2001
271,reconciling schemas of disparate data sources : a machine-learning approach,"anhai doan , pedro domingos , alon y. halevy",international conference on management of data,2001
274,dissemination of dynamic data,"pavan deolasee , amol katkar , ankur panchbudhe , krithi ramamritham , prashant shenoy",international conference on management of data,2001
301,adaptable query optimization and evaluation in temporal middleware,"giedrius slivinskas , christian s. jensen , richard thomas snodgrass",international conference on management of data,2001
303,locally adaptive dimensionality reduction for indexing large time series databases,"eamonn keogh , kaushik chakrabarti , michael pazzani , sharad mehrotra",international conference on management of data,2001
326,mqseries and cics link for lotus notes,lotus development corp.,acm sigmod record,1996
336,multiway spatial joins,"nikos mamoulis , dimitris papadias",acm transactions on database systems ( tods ),2001
337,schemasql : an extension to sql for multidatabase interoperability,"laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian",acm transactions on database systems ( tods ),2001
338,an extension of the relational data model to incorporate ordered domains,wilfred ng,acm transactions on database systems ( tods ),2001
343,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001
351,the n-tier hub technology,"rainer a. sommer , thomas r. gulledge , david bailey",acm sigmod record,2002
354,spatial data management for computer aided design,"hans-peter kriegel , andreas m &#252; ller , marco p &#246; tke , thomas seidl",international conference on management of data,2001
357,retina : a real-time traffic navigation system,"kam-yiu lam , edward chan , tei-wei kuo , s. w. ng , dick hung",international conference on management of data,2001
360,xml data management ( panel session ) : go native or spruce up relational systems ?,"per - &#197; ke larson , dana florescu , goetz graefe , guido moerkotte , hamid pirahesh , harald sch &#246; ning",international conference on management of data,2001
361,dyda : data warehouse maintenance in fully concurrent environments,"jun chen , xin zhang , songting chen , andreas koeller , elke a. rundensteiner",international conference on management of data,2001
388,data access ( tutorial session ),"jos &#233; a. blakeley , anand deshpande",international conference on management of data,2000
394,from browsing to interacting : dbms support for responsive websites,raghu ramakrishnan,international conference on management of data,2000
406,mocha : a database middleware system featuring automatic deployment of application-specific functionality,"manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos , john m. mcgann , stephen kelley , vadim katz , zhexuan song , joseph j &#225; j &#225;",international conference on management of data,2000
425,wsq/dsq : a practical approach for combined querying of databases and the web,"roy goldman , jennifer widom",international conference on management of data,2000
433,going beyond personalization : rule engines at work,eric kintzer,international conference on management of data,2000
442,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer","florian waas , c &#233; sar galindo-legaria",international conference on management of data,2000
466,xml and information retrieval : a sigir 2000 workshop,"david carmel , yoelle maarek , aya soffer",acm sigmod record,2001
467,report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop,terence critchlow,acm sigmod record,2001
468,iceberg-cube computation with pc clusters,"raymond t. ng , alan wagner , yu yin",international conference on management of data,2001
473,re-designing distance functions and distance-based applications for high dimensional data,charu c. aggarwal,acm sigmod record,2001
475,new tpc benchmarks for decision support and web commerce,"meikel poess , chris floyd",acm sigmod record,2000
477,towards knowledge-based digital libraries,"ling feng , marfred a. jeusfeld , jeroen hoppenbrouwers",acm sigmod record,2001
478,quality of service in multimedia digital libraries,"elisa bertino , ahmed k. elmagarmid , mohand-sa &#239; d hacid",acm sigmod record,2001
507,sqlj part 1 : sql routines using the java programming language,"andrew eisenberg , jim melton",acm sigmod record,1999
511,a model for compound type changes encountered in schema evolution,barbara staudt lerner,acm transactions on database systems ( tods ),2000
541,articles,avigdor gal,acm sigmod record,2002
550,career-enhancing services at sigmod online,"alexandros labrinidis , alberto o. mendelzon",acm sigmod record,2001
556,detection and classification of intrusions and faults using sequences of system calls,"jo &#227; o b. d. cabrera , lundy lewis , raman k. mehra",acm sigmod record,2001
557,mining system audit data : opportunities and challenges,"wenke lee , wei fan",acm sigmod record,2001
571,wrapping web data into xml,"wei han , david buttler , calton pu",acm sigmod record,2001
572,"preservation of digital data with self-validating , self-instantiating knowledge-based archives","bertram lud &#228; scher , richard marciano , reagan moore",acm sigmod record,2001
582,versioning and configuration management in an object-oriented data model,edward sciore,the vldb journal -- the international journal on very large data bases,1994
583,special issue on prototypes of deductive database systems,k. ramamohanarao,the vldb journal -- the international journal on very large data bases,1994
591,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994
596,information warfare and security,h. v. jagadish,acm sigmod record,2001
610,methodology for development and employment of ontology based knowledge management applications,"york sure , steffen staab , rudi studer",acm sigmod record,2002
616,emergent semantics and the multimedia semantic web,"w. i. grosky , d. v. sreenath , f. fotouhi",acm sigmod record,2002
619,book reviews,karl aberer,acm sigmod record,2002
620,"agents , trust , and information access on the semantic web","tim finin , anupam joshi",acm sigmod record,2002
629,the software information base : a server for reuse,"panos constantopoulos , matthias jarke , john mylopoulos , yannis vassiliou",the vldb journal -- the international journal on very large data bases,1995
633,"adaptable pointer swizzling strategies in object bases : design , realization , and quantitative analysis","alfons kemper , donald kossmann",the vldb journal -- the international journal on very large data bases,1995
639,tigukat : a uniform behavioral objectbase management system,"m. tamer &#214; zsu , randal peters , duane szafron , boman irani , anna lipka , adriana mu &#241; oz",the vldb journal -- the international journal on very large data bases,1995
644,efficient evaluation of queries in a mediator for websources,"vladimir zadorozhny , louiqa raschid , maria esther vidal , tolga urhan , laura bright",international conference on management of data,2002
649,reminiscences on influential papers,kenneth a. ross,acm sigmod record,2002
651,too much middleware,michael stonebraker,acm sigmod record,2002
665,a multi-agent system infrastructure for software component market-place : an ontological perspective,"riza cenk erdur , o &#287; uz dikenelli",acm sigmod record,2002
669,book review column,karl aberer,acm sigmod record,2002
675,mining long sequential patterns in a noisy environment,"jiong yang , wei wang , philip s. yu , jiawei han",international conference on management of data,2002
676,selectivity estimation for spatio-temporal queries to moving objects,"yong-jin choi , chin-wan chung",international conference on management of data,2002
678,dwarf : shrinking the petacube,"yannis sismanis , antonios deligiannakis , nick roussopoulos , yannis kotidis",international conference on management of data,2002
680,efficient algorithms for minimizing tree pattern queries,prakash ramanan,international conference on management of data,2002
694,exploiting statistics on query expressions for optimization,"nicolas bruno , surajit chaudhuri",international conference on management of data,2002
714,acdn : a content delivery network for applications,"pradnya karbhari , michael rabinovich , zhen xiao , fred douglis",international conference on management of data,2002
715,xcache : a semantic caching system for xml queries,"li chen , elke a. rundensteiner , song wang",international conference on management of data,2002
725,mid-tier caching : the timesten approach,the timesten team,international conference on management of data,2002
729,quadtree and r-tree indexes in oracle spatial : a comparison using gis data,"ravi kanth v kothuri , siva ravada , daniel abugov",international conference on management of data,2002
736,systems and prototypes,jignesh patel,acm sigmod record,2002
745,book reviews,karl aberer,acm sigmod record,2002
