id,title,authors,venue,year
1,a user-centered interface for querying distributed multimedia databases,"isabel f. cruz , kimberly m. james",international conference on management of data,1999
31,nodose version 2.0,"brad adelberg , matthew denny",international conference on management of data,1999
37,clustering methods for large databases : from the past to the future,"alexander hinneburg , daniel a. keim",international conference on management of data,1999
72,how to roll a join : asynchronous incremental view maintenance,"kenneth salem , kevin beyer , bruce lindsay , roberta cochrane",international conference on management of data,2000
78,closest pair queries in spatial databases,"antonio corral , yannis manolopoulos , yannis theodoridis , michael vassilakopoulos",international conference on management of data,2000
80,security of random data perturbation methods,"krishnamurty muralidhar , rathindra sarathy",acm transactions on database systems ( tods ),1999
104,optimization of queries with user-defined predicates,"surajit chaudhuri , kyuseok shim",acm transactions on database systems ( tods ),1999
112,the middleware muddle,david ritter,acm sigmod record,1998
147,the multidimensional database system rasdaman,"p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann",international conference on management of data,1998
154,datasplash,"chris olston , allison woodruff , alexander aiken , michael chu , vuk ercegovac , mark lin , mybrid spalding , michael stonebraker",international conference on management of data,1998
156,olympic records for data at the 1998 nagano games,edwin r. lassettre,international conference on management of data,1998
160,real business processing meets the web,james chong,international conference on management of data,1998
177,high-dimensional index structures database support for next decade 's applications ( tutorial ),"stefan berchtold , daniel a. keim",international conference on management of data,1998
180,are we working on the right problems ? ( panel ),michael stonebraker,international conference on management of data,1998
185,efficient transparent application recovery in client-server information systems,"david lomet , gerhard weikum",international conference on management of data,1998
200,boat-optimistic decision tree construction,"johannes gehrke , venkatesh ganti , raghu ramakrishnan , wei-yin loh",international conference on management of data,1999
207,query optimization for selections using bitmaps,ming-chuan wu,international conference on management of data,1999
212,belief reasoning in mls deductive databases,hasan m. jamil,international conference on management of data,1999
213,a multimedia presentation algebra,"s. adali , m. l. sapino , v. s. subrahmanian",international conference on management of data,1999
220,selectivity estimation in spatial databases,"swarup acharya , viswanath poosala , sridhar ramaswamy",international conference on management of data,1999
