id,name,addr,city,phone,type,class
1,` asahi ramen ',' 2027 sawtelle blvd. ',` west la ',310-479-2231,` noodle shops ',535
7,` brent \ 's deli ',' 19565 parthenia ave. ',northridge,818-886-5679,delis,541
11,` cafe \ '50s ',' 838 lincoln blvd. ',venice,310-399-1955,american,545
13,` cassell \ 's ',' 3266 w. sixth st. ',la,213-480-8668,hamburgers,547
17,` duke \ 's ',' 8909 sunset blvd. ',` w. hollywood ',310-652-3100,` coffee shops ',551
23,` jan \ 's family restaurant ',' 8424 beverly blvd. ',la,213-651-2866,` coffee shops ',557
25,` jody maroni \ 's sausage kingdom ',' 2011 ocean front walk ',venice,310-306-1995,` hot dogs ',559
26,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560
30,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,564
33,` koo koo roo ',' 8393 w. beverly blvd. ',la,213-655-9045,chicken,567
41,` martha \ 's ',' 22nd street grill 25 22nd ',` st. hermosa beach ',310-376-7786,american,575
44,mishima,' 8474 w. third st. ',la,213-782-0181,` noodle shops ',578
46,` mulberry st. ',' 17040 ventura blvd. ',encino,818-906-8881,pizza,580
50,` parkway grill ',' 510 s. arroyo pkwy . ',pasadena,818-795-1001,californian,584
51,` pho hoa ',' 642 broadway ',chinatown,213-626-5530,vietnamese,585
52,` pink \ 's famous chili dogs ',' 709 n. la brea ave. ',la,213-931-4223,` hot dogs ',586
59,` ruth \ 's chris steak house ( los angeles ) ',' 224 s. beverly dr. ',` beverly hills ',310-859-8744,steakhouses,593
60,shiro,' 1505 mission st. s. ',pasadena,818-799-4774,` pacific new wave ',594
67,` zankou chicken ',' 1415 e. colorado st. ',glendale,818-244-1937,` middle eastern ',601
68,` afghan kebab house ',' 764 ninth ave. ',` new york city ',212-307-1612,afghan,602
70,` benny \ 's burritos ','93 ave. a ',` new york city ',212-254-2054,mexican,604
79,` good enough to eat ',' 483 amsterdam ave. ',` new york city ',212-496-0163,american,613
81,` il mulino ','86 w. third st. ',` new york city ',212-673-3783,italian,615
82,` jackson diner ',' 37-03 74th st. ',queens,718-672-1232,indian,616
88,` la caridad ',' 2199 broadway ',` new york city ',212-874-2780,cuban,622
91,` lombardi \ 's ','32 spring st. ',` new york city ',212-941-7994,pizza,625
95,` monsoon ( ny ) ',' 435 amsterdam ave. ',` new york city ',212-580-8686,thai,629
97,nobu,' 105 hudson st. ',` new york city ',212-219-0500,japanese,631
109,sushisay,'38 e. 51st st. ',` new york city ',212-755-1780,japanese,643
114,` thai house cafe ',' 151 hudson st. ',` new york city ',212-334-1085,thai,648
130,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,continental,664
134,` nicky blair \ 's ',' 3925 paradise rd. ',` las vegas ',702-792-9900,italian,668
141,' 103 west ',' 103 w. paces ferry rd. ',atlanta,404-233-5993,continental,675
149,` cafe sunflower ',' 5975 roswell rd. ',atlanta,404-256-1675,` health food ',683
159,` greenwood \ 's ',' 1087 green st. ',roswell,770-992-5383,southern/soul,693
162,` house of chan ',' 2469 cobb pkwy . ',smyrna,770-955-9444,chinese,696
168,` lettuce souprise you ( at ) ',' 3525 mall blvd. ',duluth,770-418-9969,cafeterias,702
170,` morton \ 's of chicago ( atlanta ) ',' 303 peachtree st. ne ',atlanta,404-577-4366,steakhouses,704
171,` my thai ',' 1248 clairmont rd. ',atlanta,404-636-4280,thai,705
175,` palm the ( atlanta ) ',' 3391 peachtree rd. ne ',atlanta,404-814-1955,steakhouses,709
178,` silver skillet the ',' 200 14th st. nw ',atlanta,404-874-1388,` coffee shops ',713
185,zab-e-lee,' 4837 old national hwy . ',` college park ',404-768-2705,thai,720
191,` doidge \ 's ',' 2217 union st. ',` san francisco ',415-921-2149,american,726
210,` slanted door ',' 584 valencia st. ',` san francisco ',415-861-8032,vietnamese,745
212,` thep phanom ',' 400 waller st. ',` san francisco ',415-431-2526,thai,747
220,` bel-air hotel ',' 701 stone canyon rd. ',` bel air ',310-472-1211,californian,2
223,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',5
226,granita,' 23725 w. malibu rd. ',malibu,310-456-0488,californian,8
237,` rex il ristorante ',' 617 s. olive st. ',` los angeles ',213-627-2300,` nuova cucina italian ',19
242,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24
247,` carnegie deli ',' 854 seventh ave. ',` new york city ',212-757-2245,delis,29
250,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32
257,` la caravelle ','33 w. 55th st. ',` new york city ',212-586-4252,` french ( classic ) ',39
260,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42
262,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44
263,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45
273,` rainbow room ','30 rockefeller plaza ',` new york city ',212-632-5000,` american ( new ) ',55
284,` virgil \ 's real bbq ',' 152 w. 44th st. ',` new york city ',212-921-9494,bbq,66
287,` le montrachet bistro ',' 3000 paradise rd. ',` las vegas ',702-732-5651,` french bistro ',69
289,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71
290,` steak house the ',' 2880 las vegas blvd. s. ',` las vegas ',702-734-0410,steakhouses,72
295,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77
302,` indigo coastal grill ',' 1397 n. highland ave. ',atlanta,404-876-0676,eclectic,84
303,` la grotta ',' 2637 peachtree rd. ne ',atlanta,404-231-1368,italian,85
305,` nikolai \ 's roof ',' 255 courtland st. ',atlanta,404-221-6362,continental,87
313,aqua,' 252 california st. ',` san francisco ',415-956-9662,` american ( new ) ',95
314,boulevard,' 1 mission st. ',` san francisco ',415-543-6084,` american ( new ) ',96
