id,name,addr,city,phone,type,class
4,campanile,' 624 s. la brea ave. ',` los angeles ',213/938 -1447,american,4
7,fenix,' 8358 sunset blvd. west ',hollywood,213/848 -6677,american,7
11,` l \ ` orangerie ',' 903 n. la cienega blvd. ',` los angeles ',310/652 -9770,french,11
16,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16
18,` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18
30,chanterelle,' 2 harrison st. near hudson st. ',` new york ',212/966 -6960,american,30
31,daniel,'20 e. 76th st. ',` new york ',212/288 -0033,french,31
41,` le bernardin ',' 155 w. 51st st. ',` new york ',212/489 -1515,french,41
46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46
53,picholine,'35 w. 64th st. ',` new york ',212/724 -8585,mediterranean,53
57,` san domenico ',' 240 central park s ',` new york ',212/265 -5959,italian,57
64,` uncle nick \ 's ',' 747 9th ave. between 50th and 51st sts . ',` new york ',212/315 -1726,mediterranean,64
65,` union square cafe ','21 e. 16th st. ',` new york ',212/243 -4020,american,65
82,` hedgerose heights inn ',' 490 e. paces ferry rd. ',atlanta,404/233 -7673,international,82
88,` pano \ 's and paul \ 's ',' 1232 w. paces ferry rd. ',atlanta,404/261 -3662,international,88
91,` restaurant ritz-carlton atlanta ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91
93,` veni vidi vici ','41 14th st. ',atlanta,404/875 -8424,italian,93
97,` cafe claude ',' 7 claude la . ',` san francisco ',415/392 -3505,french,97
102,` hawthorne lane ','22 hawthorne st. ',` san francisco ',415/777 -9779,american,102
104,` la folie ',' 2316 polk st. ',` san francisco ',415/776 -5577,french,104
127,` cha cha cha ',' 656 n. virgil ave. ',` los angeles ',213/664 -7723,caribbean,124
131,dive !,' 10250 santa monica blvd. ',` los angeles ',310/788 -,` dive american ',128
138,` gilliland \ 's ',' 2424 main st. ',` santa monica ',310/392 -3901,american,135
139,` gladstone \ 's ',' 4 fish 17300 pacific coast hwy . at sunset blvd. ',` pacific palisades ',310/454 -3474,american,136
144,` jackson \ 's farm ',' 439 n. beverly drive ',` los angeles ',310/273 -5578,californian,141
145,` jimmy \ 's ',' 201 moreno dr. ',` los angeles ',310/552 -2394,continental,142
150,` mon kee seafood restaurant ',' 679 n. spring st. ',` los angeles ',213/628 -6717,asian,147
158,` pinot hollywood ',' 1448 n. gower st. ',` los angeles ',213/461 -8800,californian,155
160,prego,' 362 n. camden dr. ',` los angeles ',310/277 -7346,italian,157
165,` schatzi on main ',' 3110 main st. ',` los angeles ',310/399 -4800,continental,162
173,vida,' 1930 north hillhurst ave. ',` los feliz ',213/660 -4446,american,170
176,' 9 jones street ',' 9 jones st. ',` new york ',212/989 -1220,american,173
177,adrienne,' 700 5th ave. at 55th st. ',` new york ',212/903 -3918,french,174
191,` big cup ',' 228 8th ave. between 21st and 22nd sts . ',` new york ',212/206 -0059,` coffee bar ',188
196,` brothers bar-b-q ',' 225 varick st. at clarkston st. ',` new york ',212/727 -2775,american,194
197,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195
200,ct,' 111 e. 22nd st. between park ave. s and lexington ave. ',` new york ',212/995 -8500,french,198
201,` cafe bianco ',' 1486 2nd ave. between 77th and 78th sts . ',` new york ',212/988 -2655,` coffee bar ',199
202,` cafe botanica ',' 160 central park s ',` new york ',212/484 -5120,french,200
214,` caffe bondi ristorante ',' 7 w. 20th st. ',` new york ',212/691 -8136,italian,212
220,chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218
245,first,'87 1st ave. between 5th and 6th sts . ',` new york ',212/674 -3823,american,243
248,flowers,'21 west 17th st. between 5th and 6th aves . ',` new york ',212/691 -8888,american,246
252,` french roast cafe ',' 2340 broadway at 85th st. ',` new york ',212/799 -1533,` coffee bar ',250
253,` frico bar ',' 402 w. 43rd st. off 9th ave. ',` new york ',212/564 -7272,italian,251
259,global,'33 93 2nd ave. between 5th and 6th sts . ',` new york ',212/477 -8427,american,257
264,` hi-life restaurant and lounge ',' 1340 1st ave. at 72nd st. ',` new york ',212/249 -3600,american,262
267,' i trulli ',' 122 e. 27th st. between lexington and park aves . ',` new york ',212/481 -7372,italian,265
274,` jewel of india ','15 w. 44th st. ',` new york ',212/869 -5544,asian,273
275,` jimmy sung \ 's ',' 219 e. 44th st. between 2nd and 3rd aves . ',` new york ',212/682 -5678,asian,274
276,` joe allen ',' 326 w. 46th st. ',` new york ',212/581 -6464,american,275
285,layla,' 211 w. broadway at franklin st. ',` new york ',212/431 -0700,` middle eastern ',284
287,` le colonial ',' 149 e. 57th st. ',` new york ',' 212 / 752-0808 ',asian,286
290,` le madri ',' 168 w. 18th st. ',` new york ',212/727 -8022,italian,289
299,` main street ',' 446 columbus ave. between 81st and 82nd sts . ',` new york ',212/873 -5025,american,298
300,` mangia e bevi ',' 800 9th ave. at 53rd st. ',` new york ',212/956 -3976,italian,299
307,` mavalli palace ','46 e. 29th st. ',` new york ',212/679 -5535,asian,306
