id,title,authors,venue,year
9,l/mrp : a buffer management strategy for interactive continuous data flows in a multimedia dbms,"f moser , a kraiss , w klas",vldb,1995
18,advances in databases and information systems ( adbis ),"a caplinskas , j eder , o vasilecas",sigmod record,2002
20,sampling-based estimation of the number of distinct values of an attribute,"p haas , j naughton , s seshadri , l stokes",vldb,1995
21,book review column,k aberer,sigmod record,2002
40,bringing order to query optimization,"g slivinskas , c jensen , r snodgrass",sigmod record,2002
45,accessing a relational database through an object-oriented database interface,"j orenstein , d kamber",vldb,1995
48,investigating xquery for querying across database object types,n wiegand,sigmod record,2002
71,bulk loading into an oodb : a performance study,"j wiener , j naughton",vldb,1994
80,access to objects by path expressions and rules,"j frohn , g lausen , h uphoff",vldb,1994
87,sql/med - a status report,"j melton , j michels , v josifovski , k kulkarni , p schwarz",sigmod record,2002
107,near neighbor search in large metric spaces,s brin,vldb,1995
117,"very large databases : how large , how different ?",d vaskevitch,vldb,1995
124,managing a db2 parallel edition database,g fecteau,vldb,1995
127,informix-online xps : a dynamically scalable rdbms for open parallel platforms,h spintzik,vldb,1995
128,report on the edbt '02 panel on scientific data integration,,,2002
129,supporting exceptions to schema consistency to ease schema evolution in oodbms,"e amiel , m bellosta , e dujardin , e simon",vldb,1994
130,wrapping web data into xml,"w han , d buttler , c pu",sigmod record,2001
141,semantic integration in heterogeneous databases using neural networks,"w li , c clifton",vldb,1994
144,"preservation of digital data with self-validating , self-instantiating knowledge-based archives","b ludфscher , r marciano , r moore",sigmod record,2001
155,editor 's notes,,,2001
178,continuous queries over data streams,"s babu , j widom",sigmod record,2001
186,accessibility of the database literature,r snodgrass,sigmod record,2001
189,chair 's message,,,2001
193,pc database systems - present and future,p bernstein,vldb,1994
209,mining system audit data : opportunities and challenges,"w lee , w fan",sigmod record,2001
225,exchanging intensional xml data,"t milo , s abiteboul , b amann , o benjelloun , f ngoc",sigmod conference,2003
233,memory-contention responsive hash joins,"d davison , g graefe",vldb,1994
240,supply chain infrastructures : system integration and information sharing,"m ball , m ma , l raschid , z zhao",sigmod record,2002
254,join index hierarchies for supporting efficient navigations in object-oriented databases,"z xie , j han",vldb,1994
263,diluting acid,"t kempster , c stirling , p thanisch",sigmod record,1999
288,data grid management systems,"a jagatheesan , a rajasekar",sigmod conference,2003
299,dbcache : middle-tier database caching for highly scalable e-business architectures,"c bornhіvd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",sigmod conference,2003
312,report in isdo ' 00 : the caise * 00 workshop on infrastructures for dynamic business-to-business service outsourcinga,,,2000
320,contorting high dimensional data for efficient main memory processing,"b cui , b ooi , j su , k tan",sigmod conference,2003
336,theory of answering queries using views,a halevy,sigmod record,2000
355,robust and efficient fuzzy match for online data cleaning,"s chaudhuri , k ganjam , v ganti , r motwani",sigmod conference,2003
360,stream processing of xpath queries with predicates,"a gupta , d suciu",sigmod conference,2003
383,infosphere project : system support for information flow applications,"c pu , k schwan , j walpole",sigmod record,2001
385,a scalable hash ripple join algorithm,"g luo , c ellmann , p haas , j naughton",sigmod conference,2002
389,xml and electronic commerce : enabling the network economy,"b meltzer , r glushko",sigmod record,1998
400,an adaptive peer-to-peer network for distributed caching of olap results,"p kalnis , w ng , b ooi , d papadias , k tan",sigmod conference,2002
409,the lowell report,"j gray , h schek , m stonebraker , j ullman",sigmod conference,2003
415,plastic : reducing query optimization overheads through plan recycling,"v sengar , j haritsa",sigmod conference,2003
420,rainbow : multi-xquery optimization using materialized xml views,"x zhang , k dimitrova , l wang , m el-sayed , b murphy , b pielech , m mulchandani , l ding , e rundensteiner",sigmod conference,2003
421,report on the 13th brazilian symposium on database systems ( sbbd ' 98 ),,,1999
426,building database-driven electronic catalogs,s danish,sigmod record,1998
427,trex : dtd-conforming xml to xml transformations,"a zhou , q wang , z guo , x gong , s zheng , h wu , j xiao , k yue , w fan",sigmod conference,2003
433,pix : exact and approximate phrase matching in xml,"s amer-yahia , m fernandez , d srivastava , y xu",sigmod conference,2003
452,efficient materialization and use of views in data warehouses,"m souza , m sampaio",sigmod record,1999
453,rate-based query optimization for streaming information sources,"s viglas , j naughton",sigmod conference,2002
459,gea : a toolkit for gene expression analysis,"j phan , r ng",sigmod conference,2002
462,"message from editor-in-chief , acm transactions on database systems",w kim,,1999
463,data streams : fresh current or stagnant backwater ? ( panel ),"j hellerstein , j widom",sigmod conference,2002
468,dbxplorer : enabling keyword search over relational databases,"s agrawal , s chaudhuri , g das",sigmod conference,2002
484,efficient execution of joins in a star schema,a weininger,sigmod conference,2002
496,report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems,,,1999
501,a monte carlo algorithm for fast projective clustering,"c procopiuc , m jones , p agarwal , t murali",sigmod conference,2002
507,reminiscences on influential papers,,,1999
508,efficient k-nn search on vertically decomposed data,"a vries , n mamoulis , n nes , m kersten",sigmod conference,2002
517,intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge representation meets databases,,,1997
524,wrapper generation for semi-structured internet sources,"n ashish , c knoblock",sigmod record,1997
528,foreword : management of semistructured data,,,1997
537,time-parameterized queries in spatio-temporal databases,"y tao , d papadias",sigmod conference,2002
542,industry perspectives,l seligman,sigmod record,1997
556,the sdss skyserver : public access to the sloan digital sky server data,"a szalay , j gray , a thakar , p kunszt , t malik , j raddick , c stoughton , j vandenberg",sigmod conference,2002
557,"tpc-ds , taking decision support benchmarking to the next level","m pіss , b smith , l kollсr , p larson",sigmod conference,2002
560,mid-tier caching : the timesten approach,t team,sigmod conference,2002
562,converting relational to object-oriented databases,j fong,sigmod record,1997
570,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997
571,"research in databases and data-intensive applications - computer science department and fzi , university of karlsruhe","b kіnig-ries , p lockemann",sigmod record,1997
573,visual coko : a debugger for query optimizer development,"d abadi , m cherniack",sigmod conference,2002
585,a case for intelligent disks ( idisks ),"k keeton , d patterson , j hellerstein",sigmod record,1998
600,the microsoft database research group,"d lomet , r barga , s chaudhuri , p larson , v narasayya",sigmod record,1998
625,towards on-line analytical mining in large databases,j han,sigmod record,1998
626,efficient computation of iceberg cubes with complex measures,"j han , j pei , g dong , k wang",sigmod conference,2001
632,repositories and object oriented databases,p bernstein,sigmod record,1998
637,reminiscences on influential papers,,,1998
650,"data management : lasting impact of the wild , wild , web",r meseck,sigmod conference,2001
663,scientist 's called upon to take actions,x qian,sigmod record,1996
666,review : a real time virtual walkthrough system,"l shou , j chionh , k tan , y ruan , z huang",sigmod conference,2001
672,efficient and tunable similar set retrieval,"a gionis , d gunopulos , n koudas",sigmod conference,2001
711,environment information systems - guest editor 's foreword,,,1997
717,open gis and on-line environmental libraries,k gardels,sigmod record,1997
737,the aggregate data problem : a system for their definition and management,"m rafanelli , a bezenchek , l tininini",sigmod record,1996
739,"information visualization , guest editors ' foreword",,,1996
757,report from the nsf workshop on workflow and process automation in information systems,,,1996
760,"domains , relations and religious wars",r camps,sigmod record,1996
762,guidelines for presentation and comparison of indexing techniques,"j zobel , a moffat , k ramamohanarao",sigmod record,1996
763,pbir - perception-based image retrieval,"e chang , t cheng , l chang",sigmod conference,2001
768,finding replicated web collections,"j cho , n shivakumar , h garcia-molina",sigmod conference,2000
772,efficient algorithms for mining outliers from large data sets,"s ramaswamy , r rastogi , k shim",sigmod conference,2000
782,benchmarking queries over trees : learning the hard truth the hard way,"f wattez , s cluet , v benzaken , g ferran , c fiegel",sigmod conference,2000
784,answering complex sql queries using automatic summary tables,"m zaharioudakis , r cochrane , g lapis , h pirahesh , m urata",sigmod conference,2000
792,normalization in oodb design,b lee,sigmod record,1995
798,metu interoperable database system,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",sigmod record,1995
806,metadata for multimedia documents,"k bіhm , t rakow",sigmod record,1994
807,disima : a distributed and interoperable image database system,"v oria , m жzsu , p iglinski , s lin , b yao",sigmod conference,2000
809,a new join algorithm,"d shin , a meltzer",sigmod record,1994
818,the database group at university of hagen ( fernuniversitaet ),"g schlageter , t berkel , e heuel , s mittrach , a scherer , w wilkes",sigmod record,1995
824,fact : a learning based web query processing system,"s chen , y diao , h lu , z tian",sigmod conference,2000
827,an approximate search engine for structural databases,"j wang , x wang , d shasha , b shapiro , k zhang , x zheng , q ma , z weinberg",sigmod conference,2000
837,mocha : a self-extensible database middleware system for distributed data sources,"m rodriguez-martinez , n roussopoulos",sigmod conference,2000
841,webview materialization,"a labrinidis , n roussopoulos",sigmod conference,2000
850,wireless client/server computing for personal information services and applications,"a elmagarmid , j jing , t furukawa",sigmod record,1995
851,on wrapping query languages and efficient xml integration,"v christophides , s cluet , j simщon",sigmod conference,2000
854,synchronizing a database to improve freshness,"j cho , h garcia-molina",sigmod conference,2000
856,digital library services in mobile computing,"b bhargava , m annamalai , e pitoura",sigmod record,1995
889,calls for papers and announcements,,sigmod record,1995
894,trade press news,,,1995
895,maintenance of automatic summary tables,"w lehner , r sidle , h pirahesh , r cochrane",sigmod conference,2000
897,integrating replacement policies in storm : an extensible approach,"c goh , b ooi , s bressan , k tan",sigmod conference,2000
900,efficient concurrency control in multidimensional access methods,"k chakrabarti , s mehrotra",sigmod conference,1999
916,overview of the special section on temporal database infrastructure,r snodgrass,sigmod record,1994
919,towards an infrastructure for temporal databases : report of an invitational arpa/nsf workshop,,,1994
925,lambda-db : an odmg-based object-oriented dbms,"l fegaras , c srinivasan , a rajendran , d maier",sigmod conference,2000
926,influencing database language standards,l gallagher,sigmod record,1994
927,serfing the web : web site management made easy,"e rundensteiner , k claypool , l chen , h su , k oenoki",sigmod conference,2000
934,silkroute : a framework for publishing relational data in xml,"m fernandez , y kadiyska , d suciu , a morishima , w tan",acm trans . database syst .,2002
952,are quorums an alternative for data replication ?,"r jimщnez-peris , m patiёo-martэnez , g alonso , b kemme",acm trans . database syst .,2003
957,a simple algorithm for finding frequent elements in streams and bags,"r karp , s shenker , c papadimitriou",acm trans . database syst .,2003
960,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003
962,a user-centered interface for querying distributed multimedia databases,"i cruz , k james",sigmod conference,1999
963,a tsql2 tutorial,"nodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen , w kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994
966,"announcements from nsf , nasa , and elsewhere",x qian,sigmod record,1994
979,metadata for mixed-media access,"f chen , m hearst , j kupiec , j pedersen , l wilcox",sigmod record,1994
990,data management issues in electronic commerce ( panel ),m жzsu,sigmod conference,1999
999,on random sampling over joins,"s chaudhuri , r motwani , v narasayya",sigmod conference,1999
1000,editor 's notes,a segev,sigmod record,1994
1007,self-tuning histograms : building histograms without looking at data,"a aboulnaga , s chaudhuri",sigmod conference,1999
1030,weaving relations for cache performance,"a ailamaki , d dewitt , m hill , m skounakis",vldb,2001
1038,nodose version 2.0,"b adelberg , m denny",sigmod conference,1999
1048,the aqua approximate query answering system,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999
