id,title,authors,venue,year
4,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),,,2002
7,phoenix project : fault-tolerant applications,"r barga , d lomet",sigmod record,2002
10,report on the nsf workshop on building an infrastructure for mobile and wireless systems,,,2002
31,redo recovery after system crashes,"d lomet , m tuttle",vldb,1995
34,a product specification database for visual prototyping,"k sumiya , k yasutake , h tanaka , n sanada , y imai",vldb,1995
42,editor 's notes,l liu,sigmod record,2002
53,the double life of the transaction abstraction : fundamental principle and evolving system concept,h korth,vldb,1995
55,databases and workflow management : what is it all about ? ( panel ),"a reuter , s ceri , j gray , b salzberg , g weikum",vldb,1995
83,report on the web dynamics workshop at www 2002,,,2002
89,2q : a low overhead high performance buffer management replacement algorithm,"t johnson , d shasha",vldb,1994
96,ontologies : a silver bullet for knowledge management and electronic commerce - book review,,,2002
97,opossum : desk-top schema management through customizable visualization,"e haber , y ioannidis , m livny",vldb,1995
104,query processing in tertiary memory databases,s sarawagi,vldb,1995
122,reminiscences on influential papers,,,2002
123,parameterized complexity for the database theorist,m grohe,sigmod record,2002
153,constraints for semi-structured data and xml,"p buneman , w fan , j simщon , s weinstein",sigmod record,2001
160,the impact of global clustering on spatial database systems,"t brinkhoff , h kriegel",vldb,1994
164,from nested-loop to join queries in oodb,"h steenhagen , p apers , h blanken , r by",vldb,1994
168,a low-cost storage server for movie on demand databases,"b жzden , a biliris , r rastogi , a silberschatz",vldb,1994
171,client-server paradise,"d dewitt , n kabra , j luo , j patel , j yu",vldb,1994
173,on the academic interview circuit : an end-to-end discussion,u чetintemel,sigmod record,2001
184,advanced xml data processing - guest editor 's introduction,k aberer,sigmod record,2001
185,data compression support in databases,"b iyer , d wilhite",vldb,1994
188,an empirical performance study of the ingres search accelerator for a large property management database system,"s anand , d bell , j hughes",vldb,1994
194,editor 's notes,l liu,sigmod record,2001
197,approximate join processing over data streams,"a das , j gehrke , m riedewald",sigmod conference,2003
203,integrating a structured-text retrieval system with an object-oriented database system,"t yan , j annevelink",vldb,1994
211,using unknowns to prevent discovery of association rules,"y saygin , v verykios , c clifton",sigmod record,2001
214,mining email content for author identification forensics,"o vel , a anderson , m corney , g mohay",sigmod record,2001
217,extended wavelets for multiple measures,"a deligiannakis , n roussopoulos",sigmod conference,2003
226,the gmap : a versatile tool for physical data independence,"o tsatalos , m solomon , y ioannidis",vldb,1994
227,the design and performance evaluation of alternative xml storage strategies,"f tian , d dewitt , j chen , c zhang",sigmod record,2002
236,qualified answers that reflect user needs and preferences,"t gaasterland , j lobo",vldb,1994
237,semantic b2b integration : issues in ontology-based applications,"z cui , d jones , p o'brien",sigmod record,2002
239,the role of b2b engines in b2b integration architectures,c bussler,sigmod record,2002
241,on index selection schemes for nested object hierarchies,"s chawathe , m chen , p yu",vldb,1994
251,maximizing buffer and disk utilizations for news on-demand,"r ng , j yang",vldb,1994
256,hilbert r-tree : an improved r-tree using fractals,"i kamel , c faloutsos",vldb,1994
273,winnowing : local algorithms for document fingerprinting,"s schleimer , d wilkerson , a aiken",sigmod conference,2003
274,data quality and data cleaning : an overview,"t johnson , t dasu",sigmod conference,2003
280,aurora : a data stream management system,"d abadi , d carney , u чetintemel , m cherniack , c convey , c erwin , e galvez , m hatoun , a maskey , a rasin , a singer , m stonebraker , n tatbul , y xing , r yan , s zdonik",sigmod conference,2003
282,comparative analysis of five xml query languages,"a bonifati , s ceri",sigmod record,2000
293,knowledge discovery in data warehouses,t palpanas,sigmod record,2000
295,editor 's notes,m franklin,sigmod record,2000
300,metadata standards for data warehousing : open information model vs. common warehouse metamodel,"t vetterli , a vaduva , m staudt",sigmod record,2000
303,reminiscences on influential papers,,,2000
307,provision of market services for eco compliant electronic market places,"s arpinar , a dogac",sigmod record,2000
308,hardware acceleration for spatial selections and joins,"c sun , d agrawal , a abbadi",sigmod conference,2003
309,a characterization of the sensitivity of query optimization to storage access cost parameters,"f reiss , t kanungo",sigmod conference,2003
318,information director 's message,,,2000
334,multi-dimensional clustering : a new data layout scheme in db2,"s padmanabhan , b bhattacharjee , t malkemus , l cranston , m huras",sigmod conference,2003
337,using sets of feature vectors for similarity search on voxelized cad objects,"h kriegel , s brecheisen , p krіger , m pfeifle , m schubert",sigmod conference,2003
352,processing set expressions over continuous update streams,"s ganguly , m garofalakis , r rastogi",sigmod conference,2003
