id,title,authors,venue,year
18,pain and leg ulceration associated with reduced abpi and atropie blanche,d hofman,"proceedings of the 2 nd meeting on measurements in wound & hellip ; ,",1998.0
28,flight to objectivity : essays on cartesianism and culture,s bordo,,
30,chromosome banding in x-linked mental retardation,c fonatsch,"lancet i ,",
46,virtual communities of transaction : the role of personalization in electronic commerce,p schubert,"electronic markets ,",2000.0
50,nasal continuous positive airways pressure immediately after extubation for preventing morbidity in,"pg davis , dj henderson-smart","cochrane database syst rev ,",2000.0
64,on the nature of continental shelves : academic press,jj walsh,"san diego ,",
72,convergent stakeholder theory,"tm jones , ac wicks","the academy of management review ,",1999.0
76,"process specification language : an analysis of existing representations , nistir 6160 , national","a knutilla , c schlenoff , s ray , st polyak , a tate ,","md ,",
93,drafter : an interactive support tool for writing multilingual instructions,"c paris , k vander linden",,
94,bill 1989â ?? select committee,p offences,,
102,efficient numerical error bounding for replicated network services,hy aminvahdat,"technical report cs-2000-08 , computer science department , duke",
115,energy conservation 2000 mayville and horicon : a study of a community-based program,"b neal , c sabo","wisconsin demand-side demonstration , april ,",
119,cost effective dynamic program slicing,"x zhang , r gupta",,
132,a finite element method for the dynamic analysis of automatic transmission gear shifting with a four,"n zhang , a crowther , dk liu , j jeyakumaran",,
136,"integration of teaching and research : myth , reality , and possibility",m weimer,"new directions for teaching and learning ,",1997.0
142,instrumental stakeholder theory : a synthesis of ethics and economics,tm jones,"the academy of management review ,",1995.0
143,curves and surfaces in computer aided geometric design,g farin,,
147,"dye standards , part i : terminology and general principles","h lyon , e schulte , a de leenheer , s lewis , v","the histochemical journal ,",1992.0
151,multiaccess of a slotted channel using a control mini-slot,"l merakos , d kazakos","proc . int . conf . communications ,",
173,came : the first step to automated software engineering,m saeki,"procs . oopsla 2003 workshop on process engineering for & hellip ; ,",
181,personal communication,p hunt,"herpetologist , santa barbara , california ,",
188,knowledge of blindness adaptation techniques among rehabilitation undergraduate students,mj hoover,,2003.0
195,towards generic service management concepts : a service model based approach . 7th ieee/ifip,"m garschhammer , r hauckâ ? ¦","seattle , washington usa : ieee publishing , may ,",
199,safety of computer control systems 1992 ( safecomp ' 92 ) . computer systems in safety-critical,hh frey,"proc . ifac symposium , zurich , switzerland ,",
216,the universal distribution and a free lunch for program induction,"j neil , j woodward",unpublished,
227,implementing the earnings supplement project : a test of a re-employment incentive,hs bloomâ ? ¦,,
234,distributed restoration in telecommunications networks,d johnsonâ ? ¦,"bt technology journal ,",1994.0
238,"an analysis of the relationship between nln pre-admission scores , age and student success in two",em kirking,,2004.0
259,experience in developing and testing network protocol software using fdts,"mu uyar , ma fecko , ay duale , pd amer , as sethi","information and software technology ,",2003.0
277,continuous querying in database-centric web applications,"jc shafer , r agrawal","www9 / computer networks ,",2000.0
288,"september 11 , terror war , and blowback",d kellner,"unpublished manuscript ,",
300,falcon : feedback adaptive loop for content-based retrieval,"t authors , c identified",,
304,designing solutions with com + technologies,"r brown , w baron , wd chadwick",,2001.0
307,the social delegation cycle,"g boella , l van der torre","lnai n. 3065 : procs . ofâ ?? eonâ ?? 04 ,",
313,pulsar-appropriate clock statistics,"d matsakis , f josties","proc . 28th annual precision time and time interval ( ptti ) & hellip ; ,",
320,"locational trends in r & d by large us corporations , 1965-1977",ej malecki,"economic geography ,",1979.0
334,deployment and support of complex integrated solutions,"i buxton , swj hodgkiss , gd king","bt technology journal ,",1997.0
337,dictionary methods for cross-lingual information retrieval,"l ballesteros , wb croft","lecture notes in computer science ,",1996.0
344,manipulating complex objects,"m lacroix , m vanhoedenaghe","acm press frontier series ,",1990.0
365,erp can magnify errors,c stedman,"computerworld ,",
368,range multicast routers for large-scale deployment of multimedia application,"n jiang , yh ho , ka hua","proceedings of the 12th annual acm international conference & hellip ; ,",2004.0
374,"charge-based proportional scheduling . technical memorandum mit/lcs/tm -529 , january 1995",u maheshwari,mit laboratory for computer,
388,the md5 message-digest algorithm . request for comments 1321,rl r-vest,,1992.0
395,1 w 980 nm pump modules with very high efficiency,"b sverdlov , b schmidt , s pawlik , b mayer , c harder","proc . 28th eur . conf . on optical communication ,",
429,regulated cascode switched-current memory cell,"c toumazou , jb hughes , dm pattullo","electronic letters ,",1990.0
431,preliminary concepts for participant observer ratings of community support programs,"c macias , gb teague",,1992.0
444,leadership and the research university .,ss lipschutz,"new directions for higher education ,",1985.0
468,querying multiple features of groups in relational databases,"d chatziantoniou , ka ross","proceedings of the international conference on very large & hellip ; ,",1996.0
