id,title,authors,venue,year
6,procedures in object-oriented query languages,"k subieta , y kambayashi , j leszczylowski",vldb,1995
17,managing intra-operator parallelism in parallel database systems,"m mehta , d dewitt",vldb,1995
27,a multi-agent system infrastructure for software component market-place : an ontological perspective,"r erdur , o dikenelli",sigmod record,2002
28,improving performance in replicated databases through relaxed coherency,"r gallersdіrfer , m nicola",vldb,1995
32,db2 query parallelism : staging and implementation,y wang,vldb,1995
61,a performance study of workfile disk management for concurrent mergesorts in a multiprocessor database system,"k wu , p yu , j chung , j teng",vldb,1995
64,tods perceptions and misconceptions,r snodgrass,sigmod record,2002
74,database research at the university of illinois at urbana-champaign,"m winslett , k chang , a doan , j han , c zhai , y zhou",sigmod record,2002
76,chair 's message,,,2002
84,report on the 24th european colloquium on information retrieval research,,,2002
86,dual-buffering strategies in object bases,"a kemper , d kossmann",vldb,1994
99,querying shapes of histories,"r agrawal , g psaila , e wimmers , m zaяt",vldb,1995
106,methodology for development and employment of ontology based knowledge management applications,"y sure , s staab , r studer",sigmod record,2002
120,promises and realities of active database systems,"e simon , a dittrich",vldb,1995
121,os support for vldbs : unix enhancements for the teradata data base,"j catozzi , s rabinovici",vldb,1995
138,optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism,"w hasan , r motwani",vldb,1994
140,some issues in design of distributed deductive databases,"m mohania , n sarda",vldb,1994
142,xml document versioning,"s chien , v tsotras , c zaniolo",sigmod record,2001
150,new concurrency control algorithms for accessing and compacting b-trees,"v setzer , a zisman",vldb,1994
151,odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994
177,challenges for global information systems,"a levy , a silberschatz , d srivastava , m zemankova",vldb,1994
196,distributed top-k monitoring,"b babcock , c olston",sigmod conference,2003
201,relating distributed objects,"b martin , r cattell",vldb,1994
208,scientific databases - state of the art and future directions,"m zemankova , y ioannidis",vldb,1994
213,factorizing complex predicates in queries to exploit indexes,"s chaudhuri , p ganesan , s sarawagi",sigmod conference,2003
224,reminiscences on influential papers,,,2001
230,persistent threads,"f matthes , j schmidt",vldb,1994
231,the n-tier hub technology,"r sommer , t gulledge , d bailey",sigmod record,2002
244,what will be - book review,,,2002
245,on spatially partitioned temporal join,"h lu , b ooi , k tan",vldb,1994
260,fintime - a financial time series benchmark,"k jacob , d shasha",sigmod record,1999
285,an optimisation scheme for coalesce/valid time selection operator sequences,c vassilakis,sigmod record,2000
294,dynamic xml documents with distribution and replication,"s abiteboul , a bonifati , g cobena , i manolescu , t milo",sigmod conference,2003
298,the implementation and performance of compressed databases,"t westmann , d kossmann , s helmer , g moerkotte",sigmod record,2000
310,"workshop on performance and architecture of web servers ( paws-2000 , held in conjection with sigmetrics-2000 )",,,2000
328,nonstop sql/mx publish/subscribe : continuous data streams in transaction processing,h zeller,sigmod conference,2003
330,data management challenges in crm,g colliat,sigmod conference,2003
338,object database evolution using separation of concerns,"a rashid , p sawyer",sigmod record,2000
