id,title,authors,venue,year
0,towards a cooperative transaction model - the cooperative activity model,"m rusinkiewicz , w klas , t tesch , j wфsch , p muth",vldb,1995
35,from ternary relationship to relational tables : a case against common beliefs,r camps,sigmod record,2002
51,oodb bulk loading revisited : the partitioned-list approach,"j wiener , j naughton",vldb,1995
56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995
58,value-cognizant speculative concurrency control,"a bestavros , s braoudakis",vldb,1995
66,the cougar approach to in-network query processing in sensor networks,"y yao , j gehrke",sigmod record,2002
93,an algebraic approach to rule analysis in expert database systems,"e baralis , j widom",vldb,1994
94,report on the semantic web workshop at www 2002,,,2002
98,the grid : an application of the semantic web,"c goble , d roure",sigmod record,2002
114,providing database migration tools - a practicioner 's approach,a meier,vldb,1995
134,towards automated performance tuning for complex workloads,"k brown , m mehta , m carey , m livny",vldb,1994
143,providing dynamic security control in a federated database,"n idris , w gray , r churchhouse",vldb,1994
147,towards event-driven modelling for database design,"m teisseire , p poncelet , r cicchetti",vldb,1994
158,sql/xml and the sqlx informal group of companies,"a eisenberg , j melton",sigmod record,2001
162,a requirement-based approach to data modeling and re-engineering,"a muntz , c ramiller",vldb,1994
174,cumulative updates,"s sripada , b wќthrich",vldb,1994
180,building a laboratory information system around a c++ - based object-oriented dbms,"n goodman , s rozen , l stein",vldb,1994
190,data integration in the large : the challenge of reuse,"a rosenthal , l seligman",vldb,1994
198,adam : a testbed for exploring the use of data mining in intrusion detection,"d barbarс , j couto , s jajodia , n wu",sigmod record,2001
204,describing semistructured data,l cardelli,sigmod record,2001
238,rp * : a family of order preserving scalable distributed data structures,"w litwin , m neimat , d schneider",vldb,1994
252,reminiscences on influential papers,,,2002
253,investigation of algebraic query optimisation techniques for database programming languages,"a poulovassilis , c small",vldb,1994
259,qc-trees : an efficient summary structure for semantic olap,"l lakshmanan , j pei , y zhao",sigmod conference,2003
262,xrank : ranked keyword search over xml documents,"l guo , f shao , c botev , j shanmugasundaram",sigmod conference,2003
264,querying structured text in an xml database,"s al-khalifa , c yu , h jagadish",sigmod conference,2003
306,report on second international workshop on advanced issues of e-commerce and web-based information systems,,,2000
335,generating spatiotemporal datasets on the www,"y theodoridis , m nascimento",sigmod record,2000
339,a framework for change diagnosis of data streams,c aggarwal,sigmod conference,2003
340,on relational support for xml publishing : beyond sorting and tagging,"s chaudhuri , r kaushik , j naughton",sigmod conference,2003
344,oracle xml db repository,v krishnamurthy,sigmod conference,2003
349,using quantitative information for efficient association rule generation,"b pєssas , w jr. , m carvalho , r resende",sigmod record,2000
354,cache invalidation scheme for mobile computing systems with real-time data,"j yuen , e chan , k lam , h leung",sigmod record,2000
363,xpath queries on streaming data,"f peng , s chawathe",sigmod conference,2003
365,sql and management of external data,"j melton , j michels , v josifovski , k kulkarni , p schwarz , k zeidenstein",sigmod record,2001
395,"sqlj part 0 , now known as sql/olb ( object-language bindings )","a eisenberg , j melton",sigmod record,1998
411,panel : querying networked databases,"n koudas , d srivastava",sigmod conference,2003
412,ipsofacto : a visual correlation tool for aggregate network traffic data,"f korn , s muthukrishnan , y zhu",sigmod conference,2003
414,discovering internet marketing intelligence through online analytical web usage mining,"a bќchner , m mulvenna",sigmod record,1998
423,the oasis multidatabase prototype,"m roantree , j murphy , w hasselbring",sigmod record,1999
431,telegraphcq : continuous dataflow processing,"s chandrasekaran , o cooper , a deshpande , m franklin , j hellerstein , w hong , s krishnamurthy , s madden , f reiss , m shah",sigmod conference,2003
437,transparent mid-tier database caching in sql server,"p larson , j goldstein , j zhou",sigmod conference,2003
445,winmagic : subquery elimination using window aggregation,"c zuzarte , h pirahesh , w ma , q cheng , l liu , k wong",sigmod conference,2003
465,gigascope : high performance network monitoring with an sql interface,"c cranor , y gao , t johnson , v shkapenyuk , o spatscheck",sigmod conference,2002
469,chair 's message,,,1999
488,cost estimation of user-defined methods in object-relational database systems,"j boulos , k ono",sigmod record,1999
493,compressing sql workloads,"s chaudhuri , a gupta , v narasayya",sigmod conference,2002
503,database principles column - introduction,l libkin,sigmod record,1999
505,on views and xml,s abiteboul,sigmod record,1999
512,proxy-based acceleration of dynamically generated content on the world wide web : an approach and implementation,"a datta , k dutta , h thomas , d vandermeer , s suresha , k ramamritham",sigmod conference,2002
514,semistructured und structured data in the web : going back and forth,"p atzeni , g mecca , p merialdo",sigmod record,1997
519,infering structure in semistructured data,"s nestorov , s abiteboul , r motwani",sigmod record,1997
