id,title,authors,venue,year
22,processing object-oriented queries with invertible late bound functions,"s flodin , t risch",vldb,1995
36,database de-centralization - a practical approach,"t didriksen , c galindo-legaria , e dahle",vldb,1995
39,benchmarking spatial join operations with spatial output,"e hoel , h samet",vldb,1995
44,research activities in database management and information retrieval at the university of illinois at chicago,"i cruz , a khokhar , b liu , a sistla , o wolfson , c yu",sigmod record,2002
46,interviewing during a tight job market,,,2002
54,combining fuzzy information : an overview,r fagin,sigmod record,2002
60,data mining : concepts and techniques - book review,"f galiano , n marэn",sigmod record,2002
81,report on the mobile search workshop at www 2002,,,2002
82,graphdb : modeling and querying graphs in databases,r gќting,vldb,1994
108,scientific journals : extinction or explosion ? ( panel ),"r ramakrishnan , h garcia-molina , g rossbach , a silberschatz , g wiederhold , j zijlstra",vldb,1995
112,similarity based retrieval of pictures using indices on spatial relationships,"a sistla , c yu , c liu , k liu",vldb,1995
126,the oracle warehouse,g hallmark,vldb,1995
133,xquery formal semantics : state and challenges,p fankhauser,sigmod record,2001
135,why and how to benchmark xml databases,"a schmidt , f waas , m kersten , d florescu , m carey , i manolescu , r busse",sigmod record,2001
165,dimacs summer school tutorial on new frontiers in data mining,"d gunopulos , n koudas",sigmod record,2001
166,"composite events for active databases : semantics , contexts and detection","s chakravarthy , v krishnaprasad , e anwar , s kim",vldb,1994
170,content-based image indexing,t chiueh,vldb,1994
183,an overview of repository technology,"p bernstein , u dayal",vldb,1994
199,detection and classification of intrusions and faults using sequences of system calls,"j cabrera , l lewis , r mehra",sigmod record,2001
215,transactional information systems - book review,,,2001
228,guest editor 's introduction,,,2002
234,business data management for b2b electronic commerce,"c quix , m schoop , m jeusfeld",sigmod record,2002
246,modelling and querying video data,"r hjelsvold , r midtstraum",vldb,1994
247,too much middleware,m stonebraker,sigmod record,2002
255,letter to sigmod record editor,n elderini,,2002
261,spreadsheets in rdbms for olap,"a witkowski , s bellamkonda , t bozkaya , g dorman , n folkert , a gupta , l sheng , s subramanian",sigmod conference,2003
265,design and management of data warehouses : report on the dmdw '99 workshop,"s gatziu , m jeusfeld , m staudt , y vassiliou",sigmod record,1999
277,a system for watermarking relational databases,"r agrawal , p haas , j kiernan",sigmod conference,2003
283,an extensible compressor for xml data,"h liefke , d suciu",sigmod record,2000
284,"proceedings of the 2003 acm sigmod international conference on management of data , san diego , california , usa , june 9-12 , 2003",,,2003
291,adaptive filters for continuous queries over distributed data streams,"c olston , j jiang , j widom",sigmod conference,2003
313,sigmod digital symposium collection ( disc ) editor 's message,,,2000
314,cache-and-query for wide area sensor databases,"a deshpande , s nath , p gibbons , s seshan",sigmod conference,2003
316,sigmod ' 2000 program chair 's message,,,2000
323,comparative analysis of six xml schema languages,"d lee , w chu",sigmod record,2000
326,vice chair 's message,,,2000
