id,title,authors,venue,year
3,editor 's notes,l liu,sigmod record,2002
8,mining the world wide web : an information search approach - book review,,,2002
11,retrieval of composite multimedia objects,"s chaudhuri , s ghandeharizadeh , c shahabi",vldb,1995
14,reminiscences on influential papers,,,2002
25,conceptual modeling and specification generation for b2b business process based on ebxml,h kim,sigmod record,2002
33,david dewitt speaks out,m winslett,ecord,2002
37,cluster validity methods : part i,"m halkidi , y batistakis , m vazirgiannis",sigmod record,2002
52,chair 's message,,,2002
62,hot block clustering for disk arrays with dynamic striping,"k mogi , m kitsuregawa",vldb,1995
101,"the hbp-tree : a modified hb-tree supporting concurrency , recovery and node consolidation","g evangelidis , d lomet , b salzberg",vldb,1995
102,small worlds : the dynamics of networks between order and randomness - book review,,,2002
109,acm-sigmod digital review,h jagadish,sigmod record,2000
113,clustering validity checking methods : part ii,"m halkidi , y batistakis , m vazirgiannis",sigmod record,2002
125,research in information managment at dublin city university,"m roantree , a smeaton",sigmod record,2002
132,naos - efficient and modular reactive capabilities in an object-oriented database system,"c collet , t coupaye , t svensen",vldb,1994
137,the evolution of effective b-tree : page organization and techniques : a personal account,d lomet,sigmod record,2001
139,the ecobase project : database and web technologies for environmental information systems,"a tanaka , p valduriez",sigmod record,2001
145,"semantic web workshop : models , architectures and management",,,2001
146,implementing lazy database updates for an object database system,"f ferrandina , t meyer , r zicari",vldb,1994
157,performance of data-parallel spatial operations,"e hoel , h samet",vldb,1994
169,editor 's notes,l liu,sigmod record,2001
179,data analysis and mining in the life sciences,n huyn,sigmod record,2001
182,a general techniques for querying xml documents using a relational database system,"j shanmugasundaram , e shekita , j kiernan , r krishnamurthy , s viglas , j naughton , i tatarinov",sigmod record,2001
202,book review column,k aberer,sigmod record,2001
205,chair 's message,,,2001
221,chain : operator scheduling for memory minimization in data stream systems,"b babcock , s babu , m datar , r motwani",sigmod conference,2003
222,sigmod 2001 industry sessions,"g lohman , c galindo-legaria , m franklin , l seligman",sigmod record,2001
232,supporting global user profiles through trusted authorities,i cingil,sigmod record,2002
235,v-trees - a storage method for long vector data,"m mediano , m casanova , m dreux",vldb,1994
257,why i like working in academia,r snodgrass,sigmod record,2002
258,a survey of logical models for olap databases,"p vassiliadis , t sellis",sigmod record,1999
275,sigmod sister societies,"s ceri , l kalinichenko , m kitsuregawa , h lu , z жzsoyoglu , r snodgrass , v vianu",sigmod record,2000
290,evolution and change in data management - issues and directions,"j roddick , l al-jadir , l bertossi , m dumas , f estrella , h gregersen , k hornsby , j lufter , f mandreoli , t mфnnistі , e mayol , l wedemeijer",sigmod record,2000
304,gigascope : a stream database for network applications,"c cranor , t johnson , o spatscheck , v shkapenyuk",sigmod conference,2003
327,google in a box - building the google search appliance,n shivakumar,sigmod conference,2003
341,moving up the food chain : supporting e-commerce applications on databases,a jhingran,sigmod record,2000
342,reminiscences on influential papers,,,2000
353,editor 's notes,m franklin,sigmod record,2000
358,scientific data repositories : designing for a moving target,"e stolte , c praun , g alonso , t gross",sigmod conference,2003
364,location-based spatial queries,"j zhang , m zhu , d papadias , y tao , d lee",sigmod conference,2003
371,towards knowledge-based digital libraries,"l feng , m jeusfeld , j hoppenbrouwers",sigmod record,2001
384,the asilomar report on database research,"p bernstein , m brodie , s ceri , d dewitt , m franklin , h garcia-molina , j gray , g held , j hellerstein , h jagadish , m lesk , d maier , j naughton , h pirahesh , m stonebraker , j ullman",sigmod record,1998
402,a componentized architecture for dynamic electronic markets,"b reich , i ben-shaul",sigmod record,1998
441,semantic integration of semistructured and structured data sources,"s bergamaschi , s castano , m vincini",sigmod record,1999
446,socqet : semantic olap with compressed cube and summarization,"l lakshmanan , j pei , y zhao",sigmod conference,2003
456,a study on data point search for hg-trees,"j kuan , p lewis",sigmod record,1999
474,dbcache : database caching for web application servers,"m altinel , q luo , s krishnamurthy , c mohan , h pirahesh , b lindsay , h woo , l brown",sigmod conference,2002
475,"towards adaptive workflow systems , cscw-98 workshop report",,,1999
485,engineering federated information systems : report of efis '99 workshop,"s conrad , w hasselbring , u hohenstein , r kutsche , m roantree , g saake , f saltor",sigmod record,1999
494,"a distributed scientific data archive using the web , xml and sql/med","m papiani , j wason , a dunlop , d nicole",sigmod record,1999
498,clustering by pattern similarity in large data sets,"h wang , w wang , j yang , p yu",sigmod conference,2002
500,"some remarks on variable independence , closure , and orthographic dimension in constraint databases",l libkin,sigmod record,1999
502,dynamic multidimensional histograms,"n thaper , s guha , p indyk , n koudas",sigmod conference,2002
509,practical lessons in supporting large-scale computational science,"r musick , t critchlow",sigmod record,1999
529,information systems research at george mason university,"s jajodia , d barbarс , a brodsky , l kerschberg , a motro , e sibley , x wang",sigmod record,1997
541,statistical synopses for graph-structured xml databases,"n polyzotis , m garofalakis",sigmod conference,2002
546,mining long sequential patterns in a noisy environment,"j yang , w wang , p yu , j han",sigmod conference,2002
551,garlic : a new flavor of federated query processing for db2,"v josifovski , p schwarz , l haas , e lin",sigmod conference,2002
563,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997
576,\ a consumer viewpoint on \ '' \ `` mediator languages - a proposal for a standard \ '' \ '' \ '' '',"a rosenthal , e hughes , s renner , l seligman",sigmod record,1997
581,database research at columbia university,"s chang , l gravano , g kaiser , k ross , s stolfo",sigmod record,1998
589,algebraic change propagation for semijoin and outerjoin queries,"t griffin , b kumar",sigmod record,1998
592,implementing xquery,p cotton,sigmod conference,2002
593,data bubbles : quality preserving performance boosting for hierarchical clustering,"m breunig , h kriegel , p krіger , j sander",sigmod conference,2001
594,an extensible notation for spatiotemporal index queries,"v tsotras , c jensen , r snodgrass",sigmod record,1998
614,predator : a resource for database research,p seshadri,sigmod record,1998
640,t2 : a customizable parallel database for multi-dimensional data,"c chang , a acharya , a sussman , j saltz",sigmod record,1998
653,content integration for e-business,"m stonebraker , j hellerstein",sigmod conference,2001
673,snowball : a prototype system for extracting relations from large text collections,"e agichtein , l gravano , j pavel , v sokolova , a voskoboynik",sigmod conference,2001
678,"gangam - a solution to support multiple data models , their mappings and maintenance","k claypool , e rundensteiner , x zhang , h su , h kuno , w lee , g mitchell",sigmod conference,2001
682,improving timeliness in real-time secure database systems,"s son , r david , b thuraisingham",sigmod record,1996
683,retina : a real-time traffic navigation system,"k lam , e chan , t kuo , s ng , d hung",sigmod conference,2001
689,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),,,1996
705,main-memory index structures with fixed-size partial keys,"p bohannon , p mcilroy , r rastogi",sigmod conference,2001
718,management of data and services in the environmental information system ( uis ) of baden-wќrttemberg,"w riekert , r mayer-fіll , g wiest",sigmod record,1997
719,\ kweelt : more than just \ '' \ `` yet another framework to query xml ! \ '' \ '' \ '' '',a sahuguet,sigmod conference,2001
723,prefer : a system for the efficient execution of multi-parametric ranked queries,"v hristidis , n koudas , y papakonstantinou",sigmod conference,2001
726,query previews for networked information systems : a case study with nasa environmental data,"k doan , c plaisant , b shneiderman , t bruns",sigmod record,1997
728,iceberg-cube computation with pc clusters,"r ng , a wagner , y yin",sigmod conference,2001
729,an orthogonally persistent java,"m atkinson , l daynшs , m jordan , t printezis , s spence",sigmod record,1996
730,reconciling schemas of disparate data sources : a machine-learning approach,"a doan , p domingos , a halevy",sigmod conference,2001
731,3d geographic network displays,"k cox , s eick , t he",sigmod record,1996
733,applying database visualization to the world wide web,"m hasan , a mendelzon , d vista",sigmod record,1996
734,a framework for information visualisation,"j kennedy , k mitchell , p barclay",sigmod record,1996
735,time series similarity measures and time series indexing,,,2001
744,monitoring business processes through event correlation based on dependency model,"a adi , d botzer , o etzion , t yatzkar-haham",sigmod conference,2001
759,efficient resumption of interrupted warehouse loads,"w labio , j wiener , h garcia-molina , v gorelik",sigmod conference,2000
773,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy",sigmod record,1995
774,hodfa : an architectural framework for homogenizing heterogeneous legacy database,"k karlapalem , q li , c shum",sigmod record,1995
778,an annotated bibliography of benchmarks for object databases,a chaudhri,sigmod record,1995
780,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer","f waas , c galindo-legaria",sigmod conference,2000
781,an annotated bibliography on active databases,"u jaeger , j freytag",sigmod record,1995
790,application of oodb and sgml techniques in text database : an electronic dictionary system,j zhang,sigmod record,1995
826,multigranularity locking in multiple job classes transaction processing system,"s ng , s hung",sigmod record,1995
830,ajax : an extensible data cleaning tool,"h galhardas , d florescu , d shasha , e simon",sigmod conference,2000
833,the database group at national technical university of athens ( ntua ),"t sellis , y vassiliou",sigmod record,1995
835,wsq/dsq : a practical approach for combined querying of databases and the web,"r goldman , j widom",sigmod conference,2000
852,data and knowledge base research at hong kong university of science and technology,"p drew , b hamidzadeh , k karlapalem , a kean , d lee , q li , f lochovsky , c shum , b wќthrich",sigmod record,1995
860,xmill : an efficient compressor for xml data,"h liefke , d suciu",sigmod conference,2000
863,xtract : a system for extracting document type descriptors from xml documents,"m garofalakis , a gionis , r rastogi , s seshadri , k shim",sigmod conference,2000
875,"data management in ecommerce : the good , the bad , and the ugly",,,2000
887,the onion technique : indexing for linear optimization queries,"y chang , l bergman , v castelli , c li , m lo , j smith",sigmod conference,2000
902,efficient dynamic mining of constrained frequent sets,"l lakshmanan , c leung , r ng",acm trans . database syst .,2003
906,preference formulas in relational queries,j chomicki,acm trans . database syst .,2003
924,the database research group at eth zurich,"m norrie , s blott , h schek , g weikum",sigmod record,1994
932,a layered architecture for querying dynamic web content,"h davulcu , j freire , m kifer , i ramakrishnan",sigmod conference,1999
946,iterative spatial join,"e jacox , h samet",acm trans . database syst .,2003
955,discovering all most specific sentences,"d gunopulos , r khardon , h mannila , s saluja , h toivonen , r sharm",acm trans . database syst .,2003
985,trade press news - announcement and preface,,,1994
988,unix rdbms : the next generation,b rosneblatt,sigmod record,1994
995,ripple joins for online aggregation,"p haas , j hellerstein",sigmod conference,1999
996,constructing the next 100 database management systems,"a geppert , k dittrich",sigmod record,1994
1009,research issues in active database systems : report from the closing panel at ride-ads '94,j widom,sigmod record,1994
1037,roadrunner : towards automatic data extraction from large web sites,"v crescenzi , g mecca , p merialdo",vldb,2001
1045,tam : a system for dynamic transactional activity management,"t zhou , l liu , c pu",sigmod conference,1999
1050,query engines for web-accessible xml data,"l fegaras , r elmasri",vldb,2001
1059,cache portal : technology for accelerating database-driven e-commerce web sites,"w li , k candan , w hsiung , o po , d agrawal , q luo , w huang , y akca , c yilmaz",vldb,2001
