id,title,authors,venue,year
6,predicitve validity of kindergarten screeners for young children with reading difficulties,ra haats,,2002.0
13,obtaining complete answers from incomplete databases,ay levy,"proceedings of the international conference on very large & hellip ; ,",1996.0
60,virtual reality : through the new looking glass,"k pimentel , k teixeira",,1993.0
62,myocardial infarction and the emotional climate,"ah crisp , m queenan , mf d'souzaâ ? ¦","lancet , i ,",1984.0
85,"object , message , and performance : how they coexist in self","d ungar , rb smith , c chambers",,
103,unsupervised image segmentation by stochastic reconstruction,"v metzler , r vandenhouten , j krone , r grebe",,
105,vision-based pedestrian detection : will ants help ?,"m bertozzi , a broggi , a fascioli",,
154,contextual method for the re-design of existing software products,"r jones , n milic-frayling , k rodden , a blackwell",,
178,"ii , fundamentals of parallel logic simulation",rj smith,"proceedings of the 23rd acm/ieee conference on design & hellip ; ,",
180,parametric query optimization for linear and piecewise linear cost functions,"ah hs02 , s sudarshan",,2002.0
186,santilliâ ?? s lieâ ?? isotopic generalization of galileiâ ?? s and einsteinâ ?? s relativities ( 1990 ),"ak aringazin , a jannussis , df lopez , m nishioka , b","kostarakis publisher , athens , greece",
196,"sustained product innovation in large , mature organizations : overcoming innovation-to-organization","d dougherty , c hardy","the academy of management journal ,",1996.0
197,"national survey results on drug use from the monitoring the future study , 1975-1997â ?? volume i","l johnston , poâ ?? malley , j bachman","md ,",
198,a parallel scheme for test pattern generation,"a motohara , k nishimura , h fujiwara , i shirakawa","proc . int . conf . computer-aided design ,",
223,querying imprecise data in moving object environments,r cheng,"ieee transactions on knowledge and data engineering ,",2004.0
229,the future of fiber-optic computer networks,pe greenâ ? ¦,,
231,2df mechanical engineering,"g smith , a lankshear","proc . spie ,",1998.0
240,composite objects revisited,"w kim , e bertino , jf garza","proceedings of the 1989 acm sigmod international conference & hellip ; ,",1989.0
246,distance learning : whatâ ?? s holding back this boundless delivery system,i bruder,"electronic learning ,",1989.0
251,socioeconomic restructuring and regional change : rethinking growth in the european community .,a rodriguez-pose,"economic geography ,",1994.0
253,h instability and 1 = f noise in bipolar transistors,"z yiqi , s qing","28th annu . proc . int . reliability physics symp ,",
261,"tata probabilistic temporal databases , i : algebra","a dekhtyar , r ross , vs subrahmanian","technical report cs-tr-3987 , department of computer science ,",
272,engineering applications of correlation and spectral analysis,"js bendat , a piersol",,1980.0
275,binary data transmission techniques for linear systems,"ml doelz , et heald , dl martin","proc . ire ,",
291,fluency in a discourse or manipulation of mental objects,w dã ¶ rfler,"proceedings of pme ,",
292,dec. 1981 . [ black 1985 ] ap black . supporting distributed applications : experience with eden,ca grove,proc . 10th acm symp . operating,
296,"inc. , march 1985",m pirnie,"& hellip ; river pcb reclamation/demonstration project , evaluation of",
298,blink measurement by image processing and application to warning of driverâ ?? s drowsiness in,"t nakano , k sugiyama , m mizuno , s yamamoto",procs . ieee intelligent vehicles,
299,description of the picture of a city,"j stefanou , j stefanou","athens , greece : ntua publications ,",
305,hints of discontent,s alexander,,
310,the lilog knowledge representation system,"t bollinger , u pletat","acm sigart bulletin ,",1991.0
318,database decomposition into 4nf,"g grahne , k raiha","9th vldb ,",
325,"yu . a. nikolaev , and yu . r. kevorkyan , â ?? grain-boundary segregation of phosphorous in low-alloy",av nikolaeva,at .,
342,systematics of the molar-toothed redhorse suckers ( moxostoma carinatum ) and the rediscovered m.,"re jenkins , bj freeman",unpublished,
345,"women , fire , and dangerous things : what categories reveal about the mind university of chicago press",g lakoff,"isbn ,",
351,database requirements for a software engineering environment : criteria and empirical evaluation,"s chen , jm drake , wt tsai","information and software technology ,",1993.0
354,building a large and efficient hybrid peer-to-peer internet caching system,"l xiao , x zhang , a andrzejak , s chen","ieee transactions on knowledge and data engineering ,",2004.0
366,adding medications in the emergency department : effect on knowledge of medications in older adults,ks hayes,"journal of emergency nursing ,",1999.0
370,recent developments in sic power devices and related technology,"j millã ¡ n , p godignon , d tournier",,
372,xml document versioning,"sy chien , vj tsotras , c zaniolo","sigmod record ,",2001.0
382,a concentric-circle model for community mining in graph structures,"wj zhou , jr wen , wy ma , hj zhang",,
387,in the middle of the night : a psychosocial resource book for after hours,"st mcnamara , ec meyer , ka fraser , ea sands","journal of emergency nursing ,",1997.0
391,repeated lumbar or ventricular punctures in newborns with intraventricular hemorrhage,a whitelaw,"cochrane database syst rev ,",2001.0
408,data and knowledge base research at hong kong university of science and technology,"p drew , b hamidzadeh , k karlapalem , acy kean , dl","sigmod record ,",1995.0
410,catalytic ethylene dimerization and oligomerization : recent developments with nickel complexes,"f speiser , p braunstein , l saussine","acc . chem . res ,",2005.0
414,operating systems : an advanced course,jn gray,"lecture notes in computer science ,",
427,"routing worm : a fast , selective attack worm based on ip address information","cc zou , d towsley , w gong , s cai",,
436,cure : an efficient clustering algorithm for large databases,"g sudipto , r rastogi , k shim","proceedings of acm sigmod international conference on & hellip ; ,",
454,simplicity : a region-based retrieval system for picture libraries and biomedical image databases,jz wang,"proceedings of the eighth acm international conference on & hellip ; ,",2000.0
459,index selection for databases : a hardness study and a principled heuristic solution,"s chaudhuri , m datar , v narasayya","knowledge and data engineering , ieee transactions on ,",2004.0
464,"freud , jung and hall , the king-maker . the expedition to america",s rosenzweig,,1992.0
467,viral radio,"a lippman , dp reed","bt technology journal ,",2004.0
469,part five : should continuing education be mandatory ? .,"rg brockett , bf legrand","new directions for adult and continuing education ,",1992.0
470,commuting with delay prone buses,m datar,,
471,in : atlas mundial encarta,pp de los libres-uruguaiana,"microsoft corporation ,",2001.0
490,northwest region seal and sea lion ( pinniped ) managment map of seal and sea lion trouble spots,n fisheries,"national marine fisheries service , seattle , washington ,",
495,an adaptivecongestioncontrol schemeforreal-timepacket video,"h kanakia , pp mishra , a reibman","proceedings of acm sigcomm computer communications review ,",
504,incremental subgradient methods for nondifferentiable optimization,"a nediä ? , d bertsekas","technical report lids-p-2460 , massachusetts institute of",
507,sql multimedia and application packages ( sql/mm ) base documents,p cotton,,1994.0
518,the use of discrete observer theory to trim and stabilize periodic coefficient dynamic systems,"mh peters , pv bayly , da peters","european rotorcraft forum , 25 th , rome , italy , proceedings. ,",1999.0
522,for the pierre auger collaboration,m mostafa,"proc . 28th icrc , ( tsukuba , japan , 2003 )",
524,formation of ganymede grooved terrain by sequential extensional episodes : implications of galileo,"gc collins , jw head , rt pappalardo","icarus-new york - ,",1998.0
537,interventions for encouraging sexual lifestyles and behaviours intended to prevent cervical cancer,"j shepherd , r weston , g peersman , iz napuli","cochrane database syst rev ,",2000.0
548,"management , 976 f",a info,supp .,
550,autonomous mobile robot navigation and learning,"cr weisbin , jr einstein , fg pin",,
555,eager : programming repetitive tasks by example,a cypher,"proceedings of chi ,",1991.0
556,agricultural biotechnology : critical issues and recommended responses from the land-grant,abt force,"md ,",
557,the weakest failure detectors to solve certain fundamental problems in distributed computing,"c delporte-gallet , h fauconnier , r guerraoui , v",,
571,rule and data allocation in distributed deductive database systems,"sj lim , yk ng",,
572,automatic composition of transition-based semantic web services with messaging,"d berardi , d calvanese , g de giacomo , r hull , m","proceedings of the 31st international conference on very & hellip ; ,",2005.0
593,path queries on compressed xml,"p buneman , m grohe , c koch","proceedings of the international conference on very large & hellip ; ,",2003.0
603,beyond process : tqm content and firm performance,"r reed , dj lemak , jc montgomery","the academy of management review ,",1996.0
609,msn messenger 5.0,msn messenger,"microsoft corporation ,",
623,quantum groups proc,vg drinfeld,"proc . int . congr . math. , berkeley ,",
630,multidatabase interoperability,"sigmod record , 1990","sigmod record ,",1990.0
650,perceived organizational support and leader-member exchange : a social exchange perspective,"sj wayne , lm shore , rc liden","the academy of management journal ,",1997.0
661,una evaluaciã ³ n del del modelo entidad relaciã ³ n extendido,h saiedian,"information and software technology ,",1997.0
667,older learners : a viable clientele .,km o'donnell,"new directions for higher education ,",1980.0
694,optimality conditions and homogenization,"f murat , l tartar","proceedings ofâ ?? nonlinear variational problemsâ ?? , isola d & hellip ; ,",
708,"risk vs. opportuniy , the technology 's there , but few web sites conduct transactions . are companies '",k gow,"computerworld ,",
713,rethinking database system architecture : towards a self-tuning risc-style database system,"s chaudhuri , g weikum","vldb ,",2000.0
737,use of object-oriented constructs in a computational modeling system for earth scientists,ka carlson,,1995.0
750,"estuarine processes and intertidal habitats in grays harbor , washington",lw gatto,"a demonstration of remote sensing techniques . crrel report ,",
753,j. cardiff-graphical interaction with heterogeneous databases -,"t catarci , g santucci","vldb journal , to be",
754,a contract and balancing mechanism for sharing capacity in a communication network,"e anderson , f kelly , r steinberg",,
755,balneotherapy for rheumatoid arthritis and osteoarthritis,"ap verhagen , hc de vet , ra de bie , ag kessels , m","cochrane database syst rev ,",2000.0
756,short proofs on lrâ ?? differentiability,"h rieder , p ruckdeschel",,2000.0
777,faecal index techniques for estimating herbage consumption by grazing animals,jl corbett,"proc . int . grassl . cong ,",
784,simulating p2p networks,"mt schlosser , sd kamvar","technical report , stanford university ,",
792,a hybrid approach to ner by memm and manual rules,"m fresko , b rosenfeld , r feldman","proceedings of the 14th acm international conference on & hellip ; ,",2005.0
811,nonlinear programming : a historical note,hw kuhn,"history of mathematical programming ( jk lenstra et al. , eds . & hellip ; ,",1991.0
819,the n-tier hub technology,"ra sommer , tr gulledge , d bailey","sigmod record ,",2002.0
824,id nouveau : quick reference guide,r nikhil,"technical report , mit laboratory for computer science , cambridge",
825,concurrency control in database systems,b bhargava,,
837,necessary and sufficient conditions to linearize doubly recursive programs in logic databases,"w zhang , ct yu , d troy","acm transactions on database systems ,",1990.0
852,eager aggregation and lazy aggregation,"py weipeng , l per-ake","proceedings of the 21st international conference on very & hellip ; ,",
865,semantics-based concurrency control : beyond commutativity,"br badrinath , k ramamritham","acm transactions on database systems ,",1992.0
870,"products of modal logics , 1997","d gabbay , v shehtman",,
925,preliminary experience with process modeling in the marvel software development environment kernel,ge kaiser,,
937,independent components analysis and computational harmonic analysis,dl donoho,,1998.0
966,"c. , cockroft , al , and angus , j. , 1949","sc curran , al cocroft","phil . mag ,",
972,building clinical information spaces on the world wide web,p wehr,"proceedings of the 23rd annual sas users group international & hellip ; ,",
1002,have you hugged an editor today ?,r raskin,"pc magazine ,",
1007,type checking records and variants in a natural extension of ml,d rã © my,"proceedings of the 16th acm sigplan-sigact symposium on & hellip ; ,",1989.0
1030,real-time resource tracking system for semiconductor industry,ieeexplore.ieee.org,,
1031,a model and a method for logical data base design,"a flory , j kouloumdjian","vldb ,",
1041,"under pressure of publicity and the subsequent reactions from animal welfare , environmental and",nrc handelsblad,"see ,",
1052,analysis of sigmods co-authorship graph,m nascimentoâ ? ¦,"sigmod record ,",2003.0
1054,simplified mass production process for 16 efficiency multi-crystalline silicon solar cells,"s arimoto , m nakatani , y nishimoto , h morikawa , m","proc . 28th ieee pvsc , anchorage ,",
1057,predicting real outcomes : when heuristics are as smart as statistical models,a todorov,"unpublished manuscript ,",
1081,spatial and temporal variabilities of phytoplankton community structure in the northern north,"y obayashi , e tanoue , k suzuki , n handa , y nojiri","deep-sea research i ,",2001.0
1082,semantic and schematic similarities between database objects : a context-based approach,"v kashayp , a sheth","the vldb journal ,",
1094,correct systems : building a business process solution,"wml holcombe , f ipate",,1998.0
1097,mohamed zc aã ¯ t. querying shapes of histories,"rb akkesh agrawal , g psaila , el wimmers",,
1101,w and neal we j 1970,"nw grimes , jm pearson , r fane","phil . mag ,",
