id,title,manufacturer,price
3,math missions : the amazing arcade adventure ( grades 3-5 ),,12.95
4,production prem cs3 mac upgrad,adobe software,805.99
13,cd384-aisk9 = cisco ios advanced ip services complete package cd,,2068.26
14,633808063023 wasp bar code fontware complete package 10 users cd win english,,154.6
18,eqzfn07-201 zetafax business edition license 5 users win,,499.17
25,25510587 adobe after effects cs3 professional complete package 1 user dvd win c,,1054.23
35,s45es-12225sg = cisco ios enterprise services v. 12.2 ( 25 ) sg complete package,,7022.74
38,dsv3-swa dsview v. 3 license 5 users 1 hub win,,2426.1
41,fpm32c070-a08n monarch standard edition v. 7.0 complete package 8 users cd win,,3640.84
48,bb117ac hp storageworks data protector express backup server product upgrade package -,,459.3
54,rl294aa red hat enterprise linux ws v. 3 update 8 license 1 user,,215.57
59,40y9223 computrace lojack for laptops subscription package 4 years 1 notebook -,,125.97
65,902453-007-b rumba unix-hp edition upgrade license 1 user volume level b 5-49 c,,147.73
67,j8779a hp procurve manager plus v. 2.0 upgrade license unlimited devices wi,,2270.06
74,38040048dm vlog it ! v. 2.5 media tlp tlp nonprofit download win worldwide,,20.97
79,eete7717 emc insignia eroom smb edition v. 7.3 media and documentation set cd -,,37.24
83,01-ssc-7524 sonicwall email anti-virus mcafee and sonicwall time zero subscription license,,14568.97
88,9002 refviz v. 2 complete package 1 user mac,,160.88
93,01-ssc-7520 sonicwall email anti-virus mcafee and sonicwall time zero subscription license,,1306.68
95,wg4110 watchguard vpn manager upgrade package 10 nodes cd win english,,1235.07
101,01-ssc-6791 sonicwall email protection subscription subscription license 2 years + dyn,,1234.09
108,11105947 symantec backup exec 11d for windows small business server standard w / continu,,479.12
110,12000-0611 cadopia standard v. 6 complete package 1 user cd win,,235.17
111,t74-01215 microsoft windows small business server 2003 version upgrade license 5 addit,,186.73
114,29p4453 ibm distributed computing environment v. 3.2 complete package 1 user,,4160.59
118,channel sources distribution co mlw6 .0 checkmark multiledger for pc/mac,channel sources distribution co,294.58
120,nbcn1005 netbotz central license 5 nodes win,,749.01
121,cww-6 .1 - win-mr ciscoworks for windows v. 6.1 version upgrade package 1 user upgrade,,213.09
123,62000046dg adobe acrobat 3d v. 1.0 media gov nact tlp cd win universal e,,19.11
133,ua037-ux00w-5 .3 netraverse merge server version v. 5.3 version upgrade license 1 serve,,803.32
