id,title,manufacturer,price
0,learning quickbooks 2007,intuit,38.99
2,qb pos 6.0 basic software,intuit,637.99
7,qb pos 6.0 pro multi store sw,intuit,1054.99
8,qb credit card kit 3.0,intuit,25.99
9,vegas movie studiodvd +8 plat,sony creative software,92.99
10,qb pos 6.0 pro solution hw/sw,intuit,1474.99
11,ares rising,,29.95
15,0202-034 axis camera station license 1 additional user,,95.12
16,eu063av aba microsoft windows xp professional license and media 1 user cto english -,,137.09
32,s71-00009 perfect dark zero complete package 1 user microsoft xbox 360 dvd engli,,34.38
39,366125-002 hp care pack software technical support vmware virtualcenter 1 node 2 process,,1589.95
51,01-ssc-7316 sonicwall cfs premium gov/ed edition for sonicwall pro 4100 subscription licen,,2565.08
69,mtp07emb3rua mcafee total protection 2007 complete package 3 users cd mini-box wi,,86.94
70,29270077 adobe creative suite 3 web standard product upgrade package 1 user upgrade,,843.15
72,evyu7517 emc insignia visualsrm smb edition v. 1.7 media cd win,,3.29
80,5325301873 snap appliance snap care snap enterprise data replicator technical support c,,377.06
85,22790 vsi-fax license unlimited clients linux unix win,,4275.71
87,msd-w30-de-r manga studio debut v. 3.0 complete package 1 user cd win,,41.74
89,298881 quickbooks customer manager v. 2.5 complete package 1 user cd win,,69.38
90,633808344078 wasp mobileinventory combo pack w / spt1550 license 1 additional mobile dev,,409.56
96,910623-000 rumba web-to-host for as/400 v. 4.2 license 1 processor tier p60 s,,29578.09
97,01-ssc-6959 sonicwall enforced client anti-virus and anti-spyware subscription license 2,,10693.51
98,389449-b21 pgi server compiler suite license 2 users linux,,4269.47
106,4817n24 vmware virtualcenter management server v. 2 limited subscription 5 yea,,2383.02
107,24100 punch ! 5 in 1 home design complete package 1 user cd win,,36.28
113,01-ssc-5670 sonicwall cfs standard edition for sonicwall pro 4100 subscription license 1,,857.38
129,910523-002 rumba as/400 edition v. 7.2 upgrade package 1 processor tier p50 c,,20069.43
140,10759354 symantec backup exec 11d for windows small business server agent for windows sys,,260.63
145,adobe photoshop elements 4.0 mac,,79.99
150,avanquest usa llc partition commander 10,,43.32
154,sylvia woods teach yourself to play the folk harp,,40.3
163,encore inc elementary advantage 2008,,33.89
169,tri synergy inc oxford world encyclopedia,,16.31
175,encore inc registry mechanic,,25.49
182,adobe cs3 web premium upsell,,1434.99
184,robert thies cecilia tsan yamaha sonatas for cello ( for cd-compatible modules ),,29.4
194,allume systems inc poser figure artist,,92.51
204,punch software pro home design suite,,61.8
206,victory multimedia wordweb deluxe,,16.42
210,hal leonard musicmaker,,22.13
220,feral interactive ford racing 2 for os x,,24.0
223,sega of america inc sonic mega collection,sega-of-america-inc .,17.55
227,simply magazine finance your business,,3.1
228,apple ilife '06 family pack,,99.99
233,roy book binder homespun blues by the book two-dvd set,,36.67
242,adobe cs3 design standard academic,,385.99
243,encore inc math advantage 2008,,33.89
245,pete huttlinger john denver homespun video learn to play the songs of john denver dvd,,22.13
247,rosemary clooney yamaha rosemary clooney white christmas smart pianosoft,,18.5
260,topics entertainment instant immersion german 2.0,,17.55
269,hal leonard rachmaninoff piano concerto no. 2 in c minor op. 18,,25.77
272,simply put software llc mozy 3.0,simply-put-software-llc,43.3
276,delorme mapping topo usa 6.0 west region,,43.36
291,csdc pop-up stopper professional panicware,,26.14
295,richard friedman richard friedman the best of elton john ez play today,,22.13
297,super collapse ! 3,,22.99
307,topics entertainment instant immersion german audio,,12.05
321,mike garson screen themes '93,,25.77
328,powerhouse migo for ipod for windows,,71.99
329,quark xpress 7 ( no returns ),,714.99
330,microspot macdraft pe personal edition,,85.99
